"facility_name","street_address","city","state","zip","phone_number","type","facility_license_id","county","inspection_type","geocoded_column","a9_cert","l3_cert"
"HP AUTOMOTIVE INC","191 BERGEN TURNPIKE","RIDGEFIELD PRK","NJ","07660","(201) 814-0123","Emission Repair & Inspections","ERF001047","BERGEN","Auto Inspection and Emission Repair","POINT (-74.02350904099995 40.84326499600007)","No","No"
"RALSTONS INC*","245 RT 46","FAIRFIELD","NJ","07004","(973) 227-9749","Emission Repair & Inspections","ERF000204","ESSEX","Auto Inspection and Emission Repair","POINT (-74.30067846599997 40.87598195400005)","No","No"
"SHORE TRACTOR TRAILER MAINT","1975 RUTGERS UNIVERSTY BLVD","LAKEWOOD","NJ","08701","(800) 451-2436","Inspections Only","PIF001269","SALEM","Diesel Only","POINT (-74.15911809799996 40.07401020000003)","No","No"
"HOPEWELL AUTO RPR","518 SHILOH PIKE","BRIDGETON","NJ","08302","(856) 455-1999","Emission Repair Only","ERF001729","CUMBERLAND","Auto Only","POINT (-75.25501697999994 39.43399600200007)","No","No"
"PRO AUTO REPAIR INC","55 MIDTOWN BRIDGE APPROACH","HACKENSACK","NJ","07650","(201) 488-0334","Inspections Only","PIF000991","BERGEN","Auto Only","POINT (-74.04000403999999 40.88345601300006)","No","No"
"SELECT TOWING SERV INC","52 WASHINGTON ST","W ORANGE","NJ","07052","(973) 325-7898","Inspections Only","PIF010592","ESSEX","Auto Only","POINT (-74.22898997299995 40.786233019000065)","No","No"
"MENDES & OLIVEIRA INC","99 CLIFFORD ST","NEWARK","NJ","07105","(973) 465-2233","Emission Repair & Inspections","ERF003312","ESSEX","Auto Inspection and Emission Repair","POINT (-74.16413600299995 40.72021798700007)","No","No"
"C & T TOWING INC","2113 ELIZABETH AVE","RAHWAY","NJ","07065","(732) 388-3935","Emission Repair Only","ERF003227","UNION","Auto Only","POINT (-74.26898397199994 40.614643013000034)","No","No"
"AMBOY DIESEL SERVICE INC","341 MEADOW RD","EDISON","NJ","08818","(732) 393-0088","Inspections Only","PIF000782","MIDDLESEX","Diesel Only","POINT (-74.38391210999998 40.49076979700004)","No","No"
"ERJ AUTO REPAIR INC","601 JFK WAY","WILLINGBORO","NJ","08046","(609) 877-3477","Inspections Only","PIF000355","BURLINGTON","Auto Only","POINT (-74.87839401499997 40.04254899500006)","No","No"
"COUTO & SONS INC","69 WILSON AVE","NEWARK","NJ","07105","(973) 589-4144","Emission Repair & Inspections","ERF001560","ESSEX","Auto Inspection and Emission Repair","POINT (-74.15351596399995 40.72606599900008)","No","No"
"EDDIES AUTO BODY SHOP","637 ROUTE #9","CAPE MAY","NJ","08204","(609) 884-4613","Emission Repair & Inspections","ERF002178","CAPE MAY","Auto Inspection and Emission Repair","POINT (-74.90117803899994 38.98708201900007)","No","No"
"ZNP AUTOMOTIVE SERVICES INC","316 RIVER RD","N ARLINGTON","NJ","07031","(201) 998-4711","Inspections Only","PIF001244","BERGEN","Auto Only","POINT (-74.13913102499998 40.79584098500004)","No","No"
"BUDGET MUFFLER & BRAKES","4 NORTH 8TH ST","VINELAND","NJ","08360","(856) 507-0767","Emission Repair & Inspections","ERF000758","CUMBERLAND","Auto Inspection and Emission Repair","POINT (-75.01871500099998 39.485908821000066)","No","No"
"BOYDEN FRIENDLY SERV INC","408 BOYDEN AVE","MAPLEWOOD","NJ","07040","(973) 761-5640","Emission Repair & Inspections","ERF001084","ESSEX","Auto Inspection and Emission Repair","POINT (-74.25542800399995 40.718497015000025)","No","No"
"HOLMAN AUTOMOTIVE GRP INC","1200 ROUTE 73 SOUTH","MOUNT LAUREL","NJ","08054","(856) 778-1000","Emission Repair Only","ERF002886","BURLINGTON","Auto Only","POINT (-74.94905299799996 39.92331080000003)","No","No"
"FISALS SERVICE LLC","530 W. BROADWAY","HALEDON","NJ","07508","(973) 942-2058","Emission Repair & Inspections","ERF002893","PASSAIC","Auto Inspection and Emission Repair","POINT (-74.19036398399999 40.93061800600003)","No","No"
"DLKS ENTERPRISES LLC","675 NEWARK AVE","ELIZABETH","NJ","07208","(908) 289-9797","Emission Repair & Inspections","ERF003441","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.21030991599997 40.67890818800004)","No","No"
"PATRICK'S AUTO REPAIR","PO BOX 215","ANNANDALE","NJ","08801","(908) 713-1378","Emission Repair & Inspections","ERF001647","HUNTERDON","Auto Inspection and Emission Repair","POINT (-74.88517999999993 40.63469500000008)","No","No"
"XTREAM AUTO REPAIR LLC","350 S. MAIN STREET","PLEASANTVILLE","NJ","08232","(609) 646-9393","Inspections Only","PIF000909","ATLANTIC","Auto Only","POINT (-74.52572463599995 39.38811084500003)","No","No"
"HARRINGTON SRVC DMC INC","121 KENNEDY BLVD","BAYONNE","NJ","07002","(201) 858-9123","Emission Repair & Inspections","ERF003405","HUDSON","Auto Only","POINT (-74.13626201699998 40.650572874000034)","No","No"
"R & CP PLAZA INC","9 EMERSON PLAZA EAST","EMERSON","NJ","07630","(201) 265-6525","Emission Repair Only","ERF002719","BERGEN","Auto Only","POINT (-74.02721903899999 40.97320700100005)","No","No"
"OCEAN AUTO TECH INC","175 BRICK BL","BRICKTOWN","NJ","08723","(732) 920-6950","Emission Repair & Inspections","ERF000653","OCEAN","Auto Inspection and Emission Repair","POINT (-74.14304101599998 40.03173600400004)","Yes","No"
"BRIAN'S AUTO TECH LLC","770 HWY 36","BELFORD","NJ","07718","(732) 787-2999","Emission Repair Only","ERF003209","MONMOUTH","Auto Only","POINT (-74.080286964 40.41796601400006)","No","No"
"BERNIES FOREIGN CAR SER INC","72 BEAVER DAM ROAD","CAPE MAY CH","NJ","08210","(609) 861-2137","Inspections Only","PIF000436","CAPE MAY","Auto Only","POINT (-74.81805596299995 39.16284600200004)","No","No"
"CIRCLE MOTORSPORT INC","500 ROUTE 36 EAST","EATONTOWN","NJ","07724","(732) 440-1200","Emission Repair Only","ERF001803","MONMOUTH","Auto Only","POINT (-74.04200478999996 40.291377967000074)","No","No"
"B & E SERVICE INC.","86 KLOCKNER RD.","TRENTON","NJ","08619","(609) 586-5400","Emission Repair & Inspections","ERF000445","MERCER","Auto Inspection and Emission Repair","POINT (-74.71062703699994 40.24832199300005)","No","No"
"WOODLAND PARK ATO REP INC","374 RIFLE CAMP ROAD","WOODLAND PK","NJ","07424","(973) 345-4494","Inspections Only","PIF001215","PASSAIC","Auto Only","POINT (-74.18764135799995 40.89088153000006)","No","No"
"FREEDMAN AUTO SERVICE","1690 HWY 27","EDISON","NJ","08817","(732) 985-2211","Emission Repair Only","ERF003022","MIDDLESEX","Auto Only","POINT (-74.40844702299995 40.510847015000024)","No","No"
"A&M AUTO REPAIR LLC","475 RAYMOND BLVD","NEWARK","NJ","07105","(973) 466-0347","Inspections Only","PIF001300","ESSEX","Auto Only","POINT (-74.14042996899998 40.73414498000005)","No","No"
"M & M AUTO SERVICE INC","3215 BRIDGE AVE","POINT PLEASANT","NJ","08742","(732) 892-3500","Emission Repair Only","ERF002732","OCEAN","Auto Only","POINT (-74.08664203899997 40.077965008000035)","No","No"
"ROBERT H HOOVER & SONS INC","149 GOLD MINE RD POB 719","FLANDERS","NJ","07836","(973) 347-4210","Inspections Only","PIF000824","MORRIS","Diesel Only","POINT (-74.69915103899996 40.88133698400003)","No","No"
"ENGLEWOOD JOHNS CHEVRON","29 W DEMAREST AV","ENGLEWOOD","NJ","07631","(201) 871-0445","Inspections Only","PIF010044","BERGEN","Auto Only","POINT (-73.97390896199994 40.898449980000066)","No","No"
"REYDEL VOLKSWAGEN INC","2034 LINCOLN HWY POB 853","EDISON","NJ","08818","(732) 287-2828","Emission Repair Only","ERF002829","MIDDLESEX","Auto Only","POINT (-74.39070567099999 40.52365585700005)","No","No"
"LEDGEWOOD AUTOBODY & REPAIR LLC","1856 RT 46","LEDGEWOOD","NJ","07852","(973) 691-9770","Emission Repair & Inspections","ERF002623","MORRIS","Auto Inspection and Emission Repair","POINT (-74.67810298999996 40.88912201200003)","Yes","No"
"GALLOWAY AUTO & TIRE CTR IN","420 NEW RD","SOMERS POINT","NJ","08244","(609) 926-8444","Emission Repair & Inspections","ERF000114","ATLANTIC","Auto Inspection and Emission Repair","POINT (-74.59907103099995 39.325408991000074)","No","No"
"CARMAX AUTO SUPERSTORES INC","620 CROSS KEYS RD","SICKLERVILLE","NJ","08081","(856) 262-7679","Emission Repair Only","ERF003358","CAMDEN","Auto Only","POINT (-75.00605505999995 39.734397460000025)","No","No"
"ULTMT AUTO SECURITY&SOUND L","146 HUDSON ST","NEWARK","NJ","07103","(973) 596-0380","Emission Repair Only","ERF003340","ESSEX","Auto Only","POINT (-74.18552200999994 40.74438699600006)","No","No"
"WEST 10 TIRE CENTER INC","108 RT 10","SUCCASUNNA","NJ","07876","(973) 927-5757","Emission Repair & Inspections","ERF000848","MORRIS","Auto Inspection and Emission Repair","POINT (-74.63565996599993 40.865125000000035)","Yes","Yes"
"RICK ALLENS AUTO REPAIR","22 MAIN STREET","HAMPTON","NJ","08827","(908) 537-2242","Emission Repair & Inspections","ERF000823","HUNTERDON","Auto Inspection and Emission Repair","POINT (-74.95241996599998 40.70762799200003)","Yes","No"
"STEM BROTHERS INC*","POB 619 760 FRENCHTOWN RD","MILFORD","NJ","08848","(908) 996-4441","Inspections Only","PIF000776","HUNTERDON","Diesel Only","POINT (-75.06900950999994 40.54830571300005)","No","No"
"LESTER GLENN HYUNDAI","386 NJ-37","TOMS RIVER","NJ","08753","(732) 349-4200","Emission Repair Only","ERF002139","OCEAN","Auto Only","POINT (-74.19402029999998 39.95895980000006)","Yes","No"
"HERMIS FRIENDLY SVS INC","59 BROAD AVE","PALISADES PK","NJ","07650","(201) 943-0887","Emission Repair Only","ERF000123","BERGEN","Auto Only","POINT (-74.00086700599998 40.844031019000056)","No","No"
"ALERT MOTOR FREIGHT INC*","PO BOX 454","MT LAUREL","NJ","08054","(856) 786-3070","Inspections Only","PIF000929","BURLINGTON","Diesel Only","POINT (-74.91738999999995 39.93465500000008)","No","No"
"ONESTOP QK LUBE&AUTO RP INC","170 ROUTE 37 EAST","TOMS RIVER","NJ","08753","(732) 349-5787","Emission Repair & Inspections","ERF003429","OCEAN","Auto Inspection and Emission Repair","POINT (-74.18693188499998 39.96346743400005)","No","No"
"MR B'S AUTO SERVICE","2409 FAIRMOUNT AVE","ATLANTIC CITY","NJ","08401","(609) 345-2244","Emission Repair & Inspections","ERF000863","ATLANTIC","Auto Inspection and Emission Repair","POINT (-74.44291902399993 39.359848010000064)","No","No"
"SIGNATURE AUTOMOTIVE LLC","1857 DELSEA DRIVE","SEWELL","NJ","08080","(856) 464-8900","Emission Repair & Inspections","ERF002936","GLOUCESTER","Auto Inspection and Emission Repair","POINT (-75.12268399599998 39.803056982000044)","Yes","No"
"PALISADES PARK EXXON SRV IN","349 BROAD AVE.","PALISADES PARK","NJ","07650","(201) 461-0528","Inspections Only","PIF010791","BERGEN","Auto Only","POINT (-73.99681703799996 40.84968100800006)","No","No"
"JOHN ROGERS LLC","69 EAST MILL RD","LONG VALLEY","NJ","07853","(908) 876-4642","Emission Repair Only","ERF003437","MORRIS","Auto Only","POINT (-74.76922492299997 40.78422435500005)","Yes","Yes"
"QUALITY FUEL AUTO&TRK RPR I","550 N CRESCENT BLVD RT130","W COLLINGSWOOD","NJ","08107","(856) 477-2271","Emission Repair Only","ERF003086","CAMDEN","Auto Inspection and Emission Repair","POINT (-75.09039899999993 39.91637700200005)","No","No"
"CAR CARE CNTR OF NWRK LLC","313 W MARKET STREET","NEWARK","NJ","07103","(973) 622-8473","Inspections Only","PIF001249","ESSEX","Auto Only","POINT (-74.18912497099996 40.74523801000004)","No","No"
"AUTO REPAIRS OF PRINCETON","271 NASSAU ST","PRINCETON","NJ","08540","(609) 921-9707","Emission Repair & Inspections","ERF001279","MERCER","Auto Inspection and Emission Repair","POINT (-74.64997701099998 40.35236400100007)","No","No"
"HUNTER KEYSTONE PETERBLT LP","454 N. BROADWAY","PENNSVILLE","NJ","08070","(856) 299-5010","Inspections Only","PIF001118","SALEM","Diesel Only","POINT (-75.49313402499996 39.67727998700008)","No","No"
"HAINESPORT ENTERPRISES INC","1466 RT 38 POB 449","HAINESPORT","NJ","08036","(609) 267-7392","Emission Repair & Inspections","ERF000037","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.82141499999994 39.98507500000005)","No","No"
"OFFSHORE GETTY INC","400 BAYSHORE RD","VILLAS","NJ","08251","(609) 886-5270","Emission Repair & Inspections","ERF000976","CAPE MAY","Auto Inspection and Emission Repair","POINT (-74.93314585899999 39.03485062900006)","No","No"
"O & J CAR REPAIR LLC","307 CHESTER AVENUE","RIVERSIDE","NJ","08075","(856) 461-0603","Emission Repair & Inspections","ERF003006","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.96645202599996 40.03117399800004)","No","No"
"CAMANO AUTO INC","615 EAST JERSEY STREET","ELIZABETH","NJ","07206","(908) 351-7175","Emission Repair & Inspections","ERF003129","UNION","Auto Inspection and Emission Repair","POINT (-74.19710496199997 40.658298019000036)","No","No"
"CONCORD AUTOMOTIVE","53 GRANT AVE","DUMONT","NJ","07628","(201) 384-2177","Inspections Only","PIF009336","BERGEN","Auto Only","POINT (-73.98632398499996 40.94788099700003)","No","No"
"MACK AUTO IMPORTS INC","322-346 RTE 37 EAST","TOMS RIVER","NJ","08753","(732) 349-7474","Emission Repair Only","ERF003309","OCEAN","Auto Only","POINT (-74.17258998999995 39.95925701700003)","No","No"
"PARK STREET AUTOMOTIVE INC","18 PARK ST","MONTCLAIR","NJ","07042","(973) 509-8888","Emission Repair & Inspections","ERF003141","ESSEX","Auto Inspection and Emission Repair","POINT (-74.21882901099998 40.81583400300008)","No","No"
"NJ HI TECH MOTORS LLC.","258 SOUTH SALEM STREET","RANDOLPH","NJ","07869","(973) 442-2223","Inspections Only","PIF001308","MORRIS","Auto Only","POINT (-74.53456901699997 40.87466301900003)","No","No"
"AFFORDABLE ENGINES","406 WARREN ST","BEVERLY","NJ","08010","(609) 386-5550","Inspections Only","PIF007426","BURLINGTON","Auto Only","POINT (-74.92057785099996 40.06471703300008)","No","No"
"READINGTON AUTO & TIRE INC","421 HWY 22EAST POB 290","WHITEHOUSE","NJ","08888","(908) 534-6010","Emission Repair & Inspections","ERF000564","HUNTERDON","Auto Inspection and Emission Repair","POINT (-74.77446970999995 40.627610075000064)","No","No"
"AMEER & ADAM INC","235 RT 46","DOVER","NJ","07801","(973) 989-0322","Emission Repair Only","ERF002080","MORRIS","Auto Only","POINT (-74.54994514699996 40.888704604000054)","No","No"
"PETES AUTO SALES INC*","917 PORT READING AVE","PORT READING","NJ","07064","(732) 541-1777","Emission Repair & Inspections","ERF000258","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.23124202299994 40.570846019000044)","No","No"
"WEST SEVENTH CORP","1801 W 7TH ST","PISCATAWAY","NJ","08854","(732) 968-8550","Emission Repair & Inspections","ERF001790","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.44793198899998 40.58751200800003)","No","No"
"BRIAN COWANS AUTO CTR LLC","22 FERRY RD","PENNSVILLE","NJ","08070","(856) 678-8686","Emission Repair & Inspections","ERF001010","SALEM","Auto Inspection and Emission Repair","POINT (-75.52497695899996 39.65541801400008)","No","No"
"F AND S FRIENDLY SERV INC*","333 KINDERKAMACK RD","HILLSDALE","NJ","07642","(201) 664-5686","Emission Repair & Inspections","ERF000900","BERGEN","Auto Inspection and Emission Repair","POINT (-74.03452696899996 41.01195599500005)","Yes","Yes"
"CENTRAL JSY STR ALT INC","1809 RT 35","SOUTH AMBOY","NJ","08879","(732) 727-4486","Emission Repair & Inspections","ERF000353","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.26763700099997 40.46446600500008)","No","No"
"JIMMYS AUTO CARE INC","348 MARKET STREET","ELMWOOD PARK","NJ","07407","(201) 797-9809","Inspections Only","PIF001072","BERGEN","Auto Only","POINT (-74.116297058 40.899639759000024)","No","No"
"MADISON AVE GULF INC","6702 ROUTE 9 SOUTH","HOWELL","NJ","07731","(732) 942-6996","Emission Repair & Inspections","ERF000807","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.22001102699994 40.115188998000065)","No","No"
"HAINES ALLIANCE LLC","334 SOUTH MAIN STREET","BARNEGAT","NJ","08005","(609) 698-8600","Emission Repair & Inspections","ERF002647","OCEAN","Auto Only","POINT (-74.22348297899998 39.75167101200003)","No","No"
"BELFIS AUTO TRUCK REP","9 FOREST AVENUE","PARAMUS","NJ","07652","(973) 471-5210","Emission Repair & Inspections","ERF000027","BERGEN","Auto Inspection and Emission Repair","POINT (-74.05460799799994 40.916924994000055)","No","No"
"MARK'S AUTO SERVICE","84 MAIN ST","BLOOMINGDALE","NJ","07403","(973) 838-1550","Emission Repair & Inspections","ERF001520","BERGEN","Auto Only","POINT (-74.32992602399997 41.00324799400005)","No","No"
"JO BELL COMPANY","1459 SPRINGFIELD AVE","MAPLEWOOD","NJ","07040","(973) 761-4717","Emission Repair & Inspections","ERF002002","ESSEX","Auto Inspection and Emission Repair","POINT (-74.25048699099995 40.723313579000035)","No","No"
"NORTH WILLOW AUTO REP INC","74 NORTH WILLOW ST","MONTCLAIR","NJ","07042","(973) 744-5199","Emission Repair & Inspections","ERF001411","ESSEX","Auto Inspection and Emission Repair","POINT (-74.21159903199998 40.81649101800008)","No","No"
"SOMET TRUCK CENTER NJ LLC","860 NORTH AVE E","ELIZABETH","NJ","07201","(908) 943-9002","Inspections Only","PIF001178","SALEM","Diesel Only","POINT (-74.19357802399998 40.67551998000005)","No","No"
"TOWN SERVICE CENTER INC","8801 KENNEDY BLVD","N BERGEN","NJ","07047","(201) 854-9823","Emission Repair & Inspections","ERF000678","HUDSON","Auto Inspection and Emission Repair","POINT (-74.00779397899998 40.80957800200008)","No","No"
"BAUM INC","7706 LONG BEACH BLVD","HARVEY CEDARS","NJ","08008","(609) 494-5478","Emission Repair & Inspections","ERF000184","OCEAN","Auto Inspection and Emission Repair","POINT (-74.13481468599997 39.70559655900007)","No","No"
"J & J AUTO REPAIR","2406 DELSEA DR","FRANKLINVILLE","NJ","08322","(856) 694-1051","Inspections Only","PIF000300","GLOUCESTER","Auto Only","POINT (-75.07747402199993 39.61566398800005)","No","No"
"GARDEN STATE CAR CARE CNTR","1023 SO OLDEN AVE","TRENTON","NJ","08610","(609) 393-7525","Inspections Only","PIF009714","MERCER","Auto and Diesel","POINT (-74.72563933099997 40.21246835000005)","No","No"
"PRESTIGE OF RAMSEY INC","1000 ROUTE 17 NORTH","RAMSEY","NJ","07446","(201) 258-6100","Emission Repair Only","ERF001674","BERGEN","Auto Only","POINT (-74.13217457899998 41.066284497000034)","No","No"
"MILLTOWN FOREIGN CAR GAR IN","260 S MAIN STREET","MILLTOWN","NJ","08850","(732) 828-2515","Inspections Only","PIF004918","MIDDLESEX","Auto Only","POINT (-74.43167897599994 40.44324000900008)","No","No"
"OLDWICK VILLAGE GARAGE LLC","30 OLD TURNPIKE ROAD POB279","OLDWICK","NJ","08858","(908) 439-2236","Emission Repair & Inspections","ERF003349","HUNTERDON","Auto Inspection and Emission Repair","POINT (-74.74936424399993 40.67035892300004)","No","No"
"CAPTAN AUTO REPAIRS LLC","490 MAIN ST","LODI","NJ","07644","(973) 473-1979","Emission Repair & Inspections","ERF001464","BERGEN","Auto Inspection and Emission Repair","POINT (-74.08015302099994 40.889684018000025)","No","No"
"PDP INC.","615 JERSEY AVE.","SPRING LAKE","NJ","07762","(732) 449-5554","Emission Repair & Inspections","ERF000408","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.04075098099997 40.14175671400005)","No","No"
"COUNTY OF MONMOUTH","250 CENTER STREET","FREEHOLD","NJ","07728","(732) 431-7830","Emission Repair Only","ERF003411","BURLINGTON","Auto Only","POINT (-74.24868601999998 40.254898979000075)","No","No"
"HAZLET AUTO SRV CTR INC","3039 STATE ROUTE 35","HAZLET","NJ","07730","(732) 203-1300","Emission Repair & Inspections","ERF002116","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.17967303399996 40.41916001600004)","No","No"
