"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"P314870","PASSENGER","45308a7f817b268a9f6b002c141ef46cd410ed6f05ed5488c140d8d426324355384d29ec8b1f674a34c02c363bf6a770833b37229aa5f7c484d43a806c8acc95",,"1346914","2022-09-11T09:09:00.000","6",,"IL",,"F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","NOTHWESTERN HOSPITAL","CFD","53",,,,,,,,,
"O1417370","DRIVER","03d188fafa7f8afc583dd33dd28e1fd8e62d30f25eded0503ea568b95b74cb391e705ae7afa82c90e1d8ebcd10ac8b74e9a55e420e653918137fda6d22daf007",,"1346922","2022-09-11T09:05:00.000",,"PALATINE","IL","60067","F","29","IA","C","USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY","REFUSED",,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417371","DRIVER","03d188fafa7f8afc583dd33dd28e1fd8e62d30f25eded0503ea568b95b74cb391e705ae7afa82c90e1d8ebcd10ac8b74e9a55e420e653918137fda6d22daf007",,"1346926","2022-09-11T09:05:00.000",,"NAPERVIELLE","IL","60565","M","22","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P314874","PASSENGER","03d188fafa7f8afc583dd33dd28e1fd8e62d30f25eded0503ea568b95b74cb391e705ae7afa82c90e1d8ebcd10ac8b74e9a55e420e653918137fda6d22daf007",,"1346922","2022-09-11T09:05:00.000","3","CHICAGO","IL","60613","M",,,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"P314876","PASSENGER","03d188fafa7f8afc583dd33dd28e1fd8e62d30f25eded0503ea568b95b74cb391e705ae7afa82c90e1d8ebcd10ac8b74e9a55e420e653918137fda6d22daf007",,"1346926","2022-09-11T09:05:00.000","3","NAPERVILLE","IL","60563","M","22",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"O1417366","DRIVER","279f1dbe48472345d933a8dc998125b7cb43f23dcd043672ad4e29e18bd71190fdaaa4c0199f8de89cbe7aa012f1bf61d1f3898ba440b90c3807fa2647504fef",,"1346932","2022-09-11T09:00:00.000",,"CHICAGO","IL","60625","F","41","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DNA","DNA",,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417367","DRIVER","279f1dbe48472345d933a8dc998125b7cb43f23dcd043672ad4e29e18bd71190fdaaa4c0199f8de89cbe7aa012f1bf61d1f3898ba440b90c3807fa2647504fef",,"1346924","2022-09-11T09:00:00.000",,"CHICAGO","IL","60657","M","58","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314875","PASSENGER","279f1dbe48472345d933a8dc998125b7cb43f23dcd043672ad4e29e18bd71190fdaaa4c0199f8de89cbe7aa012f1bf61d1f3898ba440b90c3807fa2647504fef",,"1346924","2022-09-11T09:00:00.000","3","CHICAGO","IL","60657","F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DNA","DNA","DNA",,,,,,,,,
"O1417340","DRIVER","d597464cf59a0bd822722638691ed028f7b2dadf22a43961e112a06c0909bf497857c3b2fa7e1c86fd118b9423e82c61eec6e40a58946b984306d99e5ac9f156",,"1346897","2022-09-11T09:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417341","DRIVER","d597464cf59a0bd822722638691ed028f7b2dadf22a43961e112a06c0909bf497857c3b2fa7e1c86fd118b9423e82c61eec6e40a58946b984306d99e5ac9f156",,"1346898","2022-09-11T09:00:00.000",,"CHICAGO","IL","60616","M","75","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418399","DRIVER","e46932455e6b714492425aac1dfe5298884979f1a9e347bbf4384957ce11d6d81edcd12db969fcccd4e1c37ec8fc809b8027bfbcae81e4822ba64691d13fbee6",,"1347925","2022-09-11T08:50:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418400","DRIVER","e46932455e6b714492425aac1dfe5298884979f1a9e347bbf4384957ce11d6d81edcd12db969fcccd4e1c37ec8fc809b8027bfbcae81e4822ba64691d13fbee6",,"1347918","2022-09-11T08:50:00.000",,"CHICAGO","IL","60623","M","65","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417436","DRIVER","c030ebf23a4e3bcc3c4e6b1b01819f7e3044388a5d75809fffeef0dfa771bb7a82a9bd859b01f38fd47bf93b01e0cb33304118309ed6539a1038650e4ba47754",,"1346985","2022-09-11T08:45:00.000",,"CHICAGO","IL","60625","M","64","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417344","DRIVER","900662e00e98b830c16f05f5e724c371bf6cb52a1ad11ce64f31bd5fe7c1dc2139855dc654c0b729a23bb9af479941bb940a7baedf08454326b227cf089776af",,"1346901","2022-09-11T08:40:00.000",,"CEDAR RAPIDS","IA","52405","F",,"IA","C","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417345","DRIVER","900662e00e98b830c16f05f5e724c371bf6cb52a1ad11ce64f31bd5fe7c1dc2139855dc654c0b729a23bb9af479941bb940a7baedf08454326b227cf089776af",,"1346903","2022-09-11T08:40:00.000",,"CHICAGO","IL","60608","F",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314867","PASSENGER","900662e00e98b830c16f05f5e724c371bf6cb52a1ad11ce64f31bd5fe7c1dc2139855dc654c0b729a23bb9af479941bb940a7baedf08454326b227cf089776af",,"1346901","2022-09-11T08:40:00.000","3","CEDAR RAPIDS","IA","52405","F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"O1417491","DRIVER","25577081274399ee529450a63d25cf0b089332d49409985030a8337d04846c3f35172af8599bdfb93b8255098cea6f2dad8afa3d230d791ddddd2cec5dad015e",,"1347047","2022-09-11T08:30:00.000",,"CHICAGO","IL","60659","M","63","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417346","DRIVER","3ae15298164a8947b19cb14a6e7f3f71d0ac1f7b1f5594595951c2db95818fe578f440dac1e7871373f8020e4f5304dab000e46356336f654be0df8b7d36142b",,"1346904","2022-09-11T08:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417338","DRIVER","63760f5a3669eb1af01a5b8563b465ea31f81922bd44ef47af4a048f29c1d4c5b43606bb586d69853518b565407935ae6652430c1b54c5c6e20332b02c80f259",,"1346896","2022-09-11T08:20:00.000",,"VERSAILLES",,"40383","F","52","KY","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED","DNA",,"IMPROPER LANE CHANGE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417339","DRIVER","63760f5a3669eb1af01a5b8563b465ea31f81922bd44ef47af4a048f29c1d4c5b43606bb586d69853518b565407935ae6652430c1b54c5c6e20332b02c80f259",,"1346900","2022-09-11T08:20:00.000",,"GROVE CITY","OH","43123","F","31","OH","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED","DNA",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314865","PASSENGER","63760f5a3669eb1af01a5b8563b465ea31f81922bd44ef47af4a048f29c1d4c5b43606bb586d69853518b565407935ae6652430c1b54c5c6e20332b02c80f259",,"1346896","2022-09-11T08:20:00.000","3","VERSAILLES","KY","40383","M","64",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED","DNA",,,,,,,,,,
"P314866","PASSENGER","63760f5a3669eb1af01a5b8563b465ea31f81922bd44ef47af4a048f29c1d4c5b43606bb586d69853518b565407935ae6652430c1b54c5c6e20332b02c80f259",,"1346900","2022-09-11T08:20:00.000","3","GROVE CITY","OH","43123","M","34",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED","DNA",,,,,,,,,,
"O1417372","DRIVER","9da7746906b17a64796a65e8535834cd3c9bae9bf462964a3debb9e8bdfcfbc30c93c4cd3d74626b29dec8b15bf5772e82e824f8396a326c1134c888c9af7836",,"1346925","2022-09-11T08:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417487","DRIVER","bcb3c91a0e289ec0eea7d11805bf1aaf1c0ea14a8c59ee3b6a1233d9d1d7a6c307cefc380297e8783f8cba1cc900992c5a02021e2adfb6d9def20987204cff8d",,"1347053","2022-09-11T07:45:00.000",,"CHICAGO","IL","60619","F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417488","DRIVER","bcb3c91a0e289ec0eea7d11805bf1aaf1c0ea14a8c59ee3b6a1233d9d1d7a6c307cefc380297e8783f8cba1cc900992c5a02021e2adfb6d9def20987204cff8d",,"1347059","2022-09-11T07:45:00.000",,"CHICAGO","IL","60619","M","69","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417824","DRIVER","201b8a35a3bd9aa706eaee28eab5b62aa359caa5e26d8504a34c22e5aacabc66aa9230305a59a7116286ab999282ed28ae9d7ed9a51d16d73f19c26ff05128cb",,"1347364","2022-09-11T07:30:00.000",,,,,"F","44",,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418082","DRIVER","335ef322a5dfbc8ea777bb460fe4685f1f214ae350367451aee50205093c6e51d653bcc0a47c763972802e71637ab9e9cfdc70ea639dc48d86f94013ccc2af65",,"1347628","2022-09-11T07:20:00.000",,"CHICAGO","IL","60630","F","23","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418083","DRIVER","335ef322a5dfbc8ea777bb460fe4685f1f214ae350367451aee50205093c6e51d653bcc0a47c763972802e71637ab9e9cfdc70ea639dc48d86f94013ccc2af65",,"1347613","2022-09-11T07:20:00.000",,"CHICAGO","IL","60638","F",,"IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418084","DRIVER","335ef322a5dfbc8ea777bb460fe4685f1f214ae350367451aee50205093c6e51d653bcc0a47c763972802e71637ab9e9cfdc70ea639dc48d86f94013ccc2af65",,"1347606","2022-09-11T07:20:00.000",,"CHICAGO","IL","60617","M","46","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417317","DRIVER","0119008fa1c6486d104f9f9a759fcf8030ff2bd2cc0338a9513634895376c440dadb3f4e418f9dc1efd9be016b0541ece3418c2ea66510331c628de23844c057",,"1346874","2022-09-11T07:00:00.000",,"CHICAGO","IL","60629","F","29","IL","D","SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY","REFUSED EMS",,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314863","PASSENGER","0119008fa1c6486d104f9f9a759fcf8030ff2bd2cc0338a9513634895376c440dadb3f4e418f9dc1efd9be016b0541ece3418c2ea66510331c628de23844c057",,"1346874","2022-09-11T07:00:00.000","4","CHICAGO","IL","60629","M","4",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"P314864","PASSENGER","0119008fa1c6486d104f9f9a759fcf8030ff2bd2cc0338a9513634895376c440dadb3f4e418f9dc1efd9be016b0541ece3418c2ea66510331c628de23844c057",,"1346874","2022-09-11T07:00:00.000","6","CHICAGO","IL","60629","F","8",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"O1417350","DRIVER","241095931add17b7c470b992f89be73ff1ee64ff79864fcf6ea0e73b1cfa776cb684579b3c0120163d629341af3f0a93bfeb9357fda69800b3f56de69468818a",,"1346906","2022-09-11T07:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417322","DRIVER","7409eaa35dd181aef7911f01bafb54cf2de2cde8a53696a4e70cf6b12254ea87f284e7cfdf243d308107094a852fde99e8c66f31c352e91c80bc22ccdb78d92e",,"1346883","2022-09-11T06:43:00.000",,"CHICAGO","IL","60639","M","33",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","NORWEGIAN","CFD #52",,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417323","DRIVER","7409eaa35dd181aef7911f01bafb54cf2de2cde8a53696a4e70cf6b12254ea87f284e7cfdf243d308107094a852fde99e8c66f31c352e91c80bc22ccdb78d92e",,"1346887","2022-09-11T06:43:00.000",,"CHICAGO","IL","60641","M","60","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417334","DRIVER","8820dc9a37b25ee39689264b8faaa0af6884a98285090c60e1f0a537e87e839e78869a3f6b6406f606cd775f59db90075b2eb94c9735f3650529d798ccab6d5f",,"1346892","2022-09-11T06:43:00.000",,"CHICAGO","IL",,"M","33",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","NORWEGIAN","CFD# 52",,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417337","DRIVER","fe2e20218e66c8ae6ec30f840f69ee1e62853c7db7ca4480cc328513c33e55bf12eb88b8b1273dcf7bdcd9b23ccab787f4b0620ba62839286daea2f25642e88e",,"1346895","2022-09-11T06:20:00.000",,"CHICAGO","IL","60639","M","29","IL","D","NONE PRESENT","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","OTHER","NORMAL",,,,"TEST NOT OFFERED",,
"O1417305","DRIVER","163c724c9da712a6c225d2dab8e499433a93a7f690111cc9932ed2a43429db2fb5c4b2f0f204a758c42b39081bb30949941b3499f8644c170519740b026ece96",,"1346863","2022-09-11T06:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417306","DRIVER","163c724c9da712a6c225d2dab8e499433a93a7f690111cc9932ed2a43429db2fb5c4b2f0f204a758c42b39081bb30949941b3499f8644c170519740b026ece96",,"1346862","2022-09-11T06:00:00.000",,"CHICAGO","IL","60616","M","40","IL","A","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417316","DRIVER","f0a2bce2b60d655b28a2a4445fda73473fbd9b3ac5d16ec18dd1e48c4436b4e017b0de5173bcbbdea8b241d041be16a865874cabde35952e140fca69055e079a",,"1346873","2022-09-11T06:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417310","DRIVER","0ad34d17100c568fb3a2459dd7551487c322fc695d4c0c689dedff1ec9b75b063393912f56d8d85465a8b0868099b34af25d2d7b467bd5fefe9f10a3d74e46bb",,"1346867","2022-09-11T05:47:00.000",,,,,"M",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P314861","PASSENGER","0ad34d17100c568fb3a2459dd7551487c322fc695d4c0c689dedff1ec9b75b063393912f56d8d85465a8b0868099b34af25d2d7b467bd5fefe9f10a3d74e46bb",,"1346867","2022-09-11T05:47:00.000","2","CHICAGO","IL","60641","M","44",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417809","DRIVER","703f3f29f07f73ac919deb00b4a8d4a0db999603707c4e89980d1a18fca96e7a9e32cce8eaa9292356a97ca6299fd658e180f342e06322cad5dc266fa6c9c398",,"1347350","2022-09-11T05:20:00.000",,"CHICAGO","IL",,"M","34","IL","D","SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P314985","PASSENGER","703f3f29f07f73ac919deb00b4a8d4a0db999603707c4e89980d1a18fca96e7a9e32cce8eaa9292356a97ca6299fd658e180f342e06322cad5dc266fa6c9c398",,"1347350","2022-09-11T05:20:00.000","3","CHICAGO","IL",,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417295","DRIVER","305930d94d118d1da4e1d773814da71d9d649ad75796611ee03f9baf82723ea8cb98ffe502bdbf6fbcf4b44f3b5cb9e53019513a28fa939a9203dce3ed5a3505",,"1346854","2022-09-11T05:04:00.000",,"CHICAGO","IL","60618","M","37","IL","D","NONE PRESENT","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST REFUSED",,
"O1417307","DRIVER","da4a19346fadd8f165c58d6ecae78aa5159317e7954c2e24b6c4f8831be3bad955768938b286afed7470a96e4791f22c041a456f84e725cacd6923b451845c73",,"1346861","2022-09-11T05:04:00.000",,"OAK LAWN","IL","60453","M",,"IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P314859","PASSENGER","da4a19346fadd8f165c58d6ecae78aa5159317e7954c2e24b6c4f8831be3bad955768938b286afed7470a96e4791f22c041a456f84e725cacd6923b451845c73",,"1346864","2022-09-11T05:04:00.000","6","CHICAGO","IL",,"M","47",,,"NONE PRESENT","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","SAINT ANTHONYS","CFD","69",,,,,,,,,
"O1417320","DRIVER","12333925ab024d6fc5a067b1c17c8c9b0b36c209cb6abe2b955a9eca33c43b0eb6c5e63dce0bd3e96c0d089c1333828b0f3eb236ca1eda54a26fd9c0c83812e0",,"1346875","2022-09-11T05:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417578","DRIVER","dde2f1a127a010726c7e09e39eec943498eb2029228d37dd71f033e983a12ca78169ccb7660bfe723f5dd0cdbf5cf7cf020bb95c0d74d876b49d74a189f740b8",,"1347133","2022-09-11T05:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417300","DRIVER","cc712038d7e482f8740f742e2e94396a2af288a733249a09acb711a49e0628b9543ec5f0d1bc46433b2e5da2a3e97ab3f4d1b6d42c7a279c2c182f61da1faf82",,"1346858","2022-09-11T04:05:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417301","DRIVER","cc712038d7e482f8740f742e2e94396a2af288a733249a09acb711a49e0628b9543ec5f0d1bc46433b2e5da2a3e97ab3f4d1b6d42c7a279c2c182f61da1faf82",,"1346868","2022-09-11T04:05:00.000",,"OAK PARK","IL","60302","M","43","IL","D","USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","REPORTED, NOT EVIDENT","LORETTO","CFD #23",,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417302","DRIVER","cc712038d7e482f8740f742e2e94396a2af288a733249a09acb711a49e0628b9543ec5f0d1bc46433b2e5da2a3e97ab3f4d1b6d42c7a279c2c182f61da1faf82",,"1346886","2022-09-11T04:05:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P314862","PASSENGER","cc712038d7e482f8740f742e2e94396a2af288a733249a09acb711a49e0628b9543ec5f0d1bc46433b2e5da2a3e97ab3f4d1b6d42c7a279c2c182f61da1faf82",,"1346868","2022-09-11T04:05:00.000","2","LYONS","IL","60534","M","45",,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"O1417324","DRIVER","0c5f9ed0f85a866f330ba452a95c473017bf0617826e5a0ce3c0b317b1a66efb56fc18a131c6b59ce8b8d09ed3dcec9e227aac890f13ef05f88b36639210fd12",,"1346879","2022-09-11T04:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418434","DRIVER","529a4985a77590be096f4cf8a0c999574c91c54208439b16d1f0037108a2425d293e88b3bdbe97ca4da31e0810fa10a3b9311e77beb17202b11ed857094787ee",,"1347956","2022-09-11T04:00:00.000",,"OZARK","MO","65721","M",,"MO","A","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417326","DRIVER","d718b1ccf06688d7f8386bbf1a73a5c207ec109504ce75fd88c9fcb2ada37d6b8ca9b067c20cd5c2463e51e9d915fa95a4e8d08bc7016204616a251a0f71a538",,"1346882","2022-09-11T04:00:00.000",,"EVANSTON","IL","60202","F",,"IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417327","DRIVER","d718b1ccf06688d7f8386bbf1a73a5c207ec109504ce75fd88c9fcb2ada37d6b8ca9b067c20cd5c2463e51e9d915fa95a4e8d08bc7016204616a251a0f71a538",,"1346894","2022-09-11T04:00:00.000",,,,,"M",,"IL",,"NONE PRESENT","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417420","DRIVER","e97c1b3442b24139272995a1a9d9de9eea11f9e6cd56017dab554b075fa7387803ec9b4d0a0f36f50ee55c19bf071da130f34aef28e584192fcd3f7357799a9a",,"1346977","2022-09-11T04:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417421","DRIVER","e97c1b3442b24139272995a1a9d9de9eea11f9e6cd56017dab554b075fa7387803ec9b4d0a0f36f50ee55c19bf071da130f34aef28e584192fcd3f7357799a9a",,"1346984","2022-09-11T04:00:00.000",,"CHICAGO","IL","60628","F",,"IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314887","PASSENGER","e97c1b3442b24139272995a1a9d9de9eea11f9e6cd56017dab554b075fa7387803ec9b4d0a0f36f50ee55c19bf071da130f34aef28e584192fcd3f7357799a9a",,"1346984","2022-09-11T04:00:00.000","2",,,,"F",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417781","DRIVER","25c84e72289e9211bb88a5e519eef95b4664e745e82558be5687a03253af8b733d178dfd2e41ae26cf27b16adccc90623f8bc2bd3ec705c5befb7fc3a4696235",,"1347324","2022-09-11T03:50:00.000",,,,,"F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417782","DRIVER","25c84e72289e9211bb88a5e519eef95b4664e745e82558be5687a03253af8b733d178dfd2e41ae26cf27b16adccc90623f8bc2bd3ec705c5befb7fc3a4696235",,"1347329","2022-09-11T03:50:00.000",,"CHICAGO","IL","60637","F","26","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314979","PASSENGER","25c84e72289e9211bb88a5e519eef95b4664e745e82558be5687a03253af8b733d178dfd2e41ae26cf27b16adccc90623f8bc2bd3ec705c5befb7fc3a4696235",,"1347324","2022-09-11T03:50:00.000","3",,"IL",,,,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
