"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2014","General Government","Public Works","DPW PARKS                     ","OTHER ITEMS         ","0","400000","General Fund","Tax Supported","OPERATING TRANSFER OUT        ","Operating Expense"
"2014","Public Safety","Police","POLICE ACADEMY                ","SALARIES/WAGES      ","80000","40000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2014","Public Safety","Police","POLICE ACADEMY                ","PURCH PROF & TECH SV","20000","10000","General Fund","Tax Supported","MEDICAL SERVICES              ","Operating Expense"
"2014","Public Safety","Police","POLICE ACADEMY                ","PURCH PROF & TECH SV","10000","2727.45","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2014","Public Safety","Police","POLICE ACADEMY                ","SUPPLIES            ","8500","-7.35","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2014","Public Safety","Police","POLICE ACADEMY                ","SUPPLIES            ","7500","7500","General Fund","Tax Supported","BOOKS GENERAL                 ","Operating Expense"
"2014","Public Safety","Police","POLICE ACADEMY                ","DEBT SVC & MISC     ","150","0","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2014","Public Safety","Police","CRIME ANALYSIS                ","SALARIES/WAGES      ","289830","289830","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","Public Safety","Police","CRIME ANALYSIS                ","SALARIES/WAGES      ","50000","30000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2014","Public Safety","Police","POLICE CENTRAL DISTRICT       ","SALARIES/WAGES      ","5289444","5189444","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","Public Safety","Police","POLICE CENTRAL DISTRICT       ","SALARIES/WAGES      ","-353300","-353300","General Fund","Tax Supported","ATTRITION                     ","Personnel Cost"
"2014","Public Safety","Police","POLICE CENTRAL DISTRICT       ","SALARIES/WAGES      ","128333","128333","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2014","Public Safety","Police","HEADQUARTERS                  ","SALARIES/WAGES      ","548683","548683","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","Public Safety","Police","HEADQUARTERS                  ","SALARIES/WAGES      ","100000","75000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2014","Public Safety","Police","DETENTION                     ","SALARIES/WAGES      ","1181818","1181818","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","Public Safety","Police","DETENTION                     ","SALARIES/WAGES      ","225000","175000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2014","Public Safety","Fire","ADMINISTRATION                ","SUPPLIES            ","14000","11000","General Fund","Tax Supported","EDUC SUPPLIES&LITERATURE      ","Operating Expense"
"2014","Public Safety","Fire","FIRE BUILDING MAINTENANCE     ","PURCH PROPERTY SVC  ","46920","53785","General Fund","Tax Supported","BLDING MAINT. & REPAIR        ","Operating Expense"
"2014","Public Safety","Fire","FIRE BUILDING MAINTENANCE     ","PURCH PROPERTY SVC  ","41207","44807","General Fund","Tax Supported","PLUMBING & SPRINKLER SYST     ","Operating Expense"
"2012","Public Safety","Police","SHOOTING TEAM                 ","Other","0","222133","General Fund","Tax Supported","YEAR END TRANSFER             ","Operating Expense"
"2014","General Government","Reg of Voters","ADMINISTRATION                ","SALARIES/WAGES      ","180000","246920","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","Public Safety","Police","POLICE MOUNTED PATROL         ","SALARIES/WAGES      ","276619","276619","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2014","Public Safety","Police","POLICE MOUNTED PATROL         ","SALARIES/WAGES      ","7500","5000","General Fund","Tax Supported","OVERTIME 1.5X OVERTIME        ","Personnel Cost"
"2014","Public Safety","Police","POLICE MOUNTED PATROL         ","PURCH PROF & TECH SV","10000","7900","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2014","Public Safety","Police","POLICE MOUNTED PATROL         ","SUPPLIES            ","2000","0","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2014","Public Safety","Police","POLICE MOUNTED PATROL         ","SUPPLIES            ","0","7340","General Fund","Tax Supported","SUPPLIES AND MATERIALS        ","Operating Expense"
"2014","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","SALARIES/WAGES      ","383311","383311","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","SALARIES/WAGES      ","9000","9000","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2014","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","PURCH PROF & TECH SV","20000","20000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2014","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","PURCH PROPERTY SVC  ","35000","35000","General Fund","Tax Supported","SOFTWARE MAINT SERV CONTR     ","Operating Expense"
"2014","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","PURCH PROPERTY SVC  ","5000","5000","General Fund","Tax Supported","EDP EQUIP MAINT & REPAIR      ","Operating Expense"
"2014","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","OTHER PURCH SVC     ","70000","70000","General Fund","Tax Supported","TELEPHONE & TELEGRAPH         ","Operating Expense"
"2014","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","SUPPLIES            ","60000","60000","General Fund","Tax Supported","DATA PROCESSING SUPPLIES      ","Operating Expense"
"2014","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","SUPPLIES            ","35000","35000","General Fund","Tax Supported","RADIO & VAR. ALARM PARTS      ","Operating Expense"
"2014","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","PROPERTY            ","1000","1000","General Fund","Tax Supported","COMPUTER SOFTWARE             ","Operating Expense"
"2014","Public Safety","Emerg. Serv. Telecommunication","EST INFORMATION TECHNOLOGY    ","OTHER ITEMS         ","100000","100000","General Fund","Tax Supported","PAYMENTS TO OUTSIDE AGNCY     ","Operating Expense"
"2014","Public Safety","Police","VICE INTELLIGENCE & NARCOT DIV","SALARIES/WAGES      ","585000","485000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2014","Public Safety","Police","VICE INTELLIGENCE & NARCOT DIV","OTHER ITEMS         ","25000","25000","General Fund","Tax Supported","INVESTIGATION FUNDS           ","Operating Expense"
"2014","Public Safety","Police","POLICE ACADEMY                ","SALARIES/WAGES      ","1525297","1525297","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","Public Safety","Fire","ADMINISTRATION                ","SALARIES/WAGES      ","904665","715484","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","Public Safety","Fire","ADMINISTRATION                ","SALARIES/WAGES      ","17235","17235","General Fund","Tax Supported","HOLIDAY PAY                   ","Personnel Cost"
"2014","Public Safety","Fire","ADMINISTRATION                ","SALARIES/WAGES      ","1470","1470","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2014","Public Safety","Fire","ADMINISTRATION                ","PURCH PROF & TECH SV","13000","30000","General Fund","Tax Supported","MEDICAL SERVICES              ","Operating Expense"
"2014","Public Safety","Fire","ADMINISTRATION                ","PURCH PROF & TECH SV","40047","40047","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2014","Public Safety","Fire","ADMINISTRATION                ","OTHER PURCH SVC     ","0","92435","General Fund","Tax Supported","TELEPHONE & TELEGRAPH         ","Operating Expense"
"2014","Public Safety","Fire","ADMINISTRATION                ","SUPPLIES            ","11000","9665","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2014","Public Safety","Fire","ADMINISTRATION                ","SUPPLIES            ","0","200","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2014","Public Safety","Fire","ADMINISTRATION                ","OTHER ITEMS         ","500","500","General Fund","Tax Supported","PERSONAL PROPERTY LOSS        ","Operating Expense"
"2014","Public Safety","Fire","FIRE BUILDING MAINTENANCE     ","PURCH PROPERTY SVC  ","61500","61500","General Fund","Tax Supported","LAUNDRY & CLEANING            ","Operating Expense"
"2014","Public Safety","Fire","FIRE BUILDING MAINTENANCE     ","PURCH PROPERTY SVC  ","15000","12150","General Fund","Tax Supported","ELECTRICAL SYSTEMS            ","Operating Expense"
"2014","Public Safety","Fire","FIRE BUILDING MAINTENANCE     ","SUPPLIES            ","5450","4350","General Fund","Tax Supported","MISC REP & MAINT SUPPLIES     ","Operating Expense"
"2014","Public Safety","Police","CHIEF OF POLICE               ","SALARIES/WAGES      ","1438855","1438855","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","Public Safety","Police","CHIEF OF POLICE               ","SALARIES/WAGES      ","20000","10000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2014","Public Safety","Police","CHIEF OF POLICE               ","PURCH PROF & TECH SV","1000","1000","General Fund","Tax Supported","LEGAL SERVICES                ","Operating Expense"
"2014","Public Safety","Police","CHIEF OF POLICE               ","PURCH PROF & TECH SV","10000","14000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2014","Public Safety","Police","VICE INTELLIGENCE & NARCOT DIV","SALARIES/WAGES      ","3205563","3180563","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","General Government","Finance","REVENUE MANAGEMENT & COLLECT  ","SALARIES/WAGES      ","227583","227583","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","General Government","Finance","REVENUE MANAGEMENT & COLLECT  ","SALARIES/WAGES      ","250","250","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2014","General Government","Finance","REVENUE MANAGEMENT & COLLECT  ","OTHER PURCH SVC     ","5200","5200","General Fund","Tax Supported","ARMORED CAR SERVICES          ","Operating Expense"
"2014","General Government","Finance","REVENUE MANAGEMENT & COLLECT  ","SUPPLIES            ","1000","1000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2014","General Government","Finance","REVENUE MANAGEMENT & COLLECT  ","DEBT SVC & MISC     ","435","435","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2014","General Government","OMB","ADMINISTRATION                ","SALARIES/WAGES      ","258173","232784","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","General Government","OMB","ADMINISTRATION                ","PURCH PROF & TECH SV","20000","25000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2014","General Government","OMB","ADMINISTRATION                ","PURCH PROPERTY SVC  ","779","779","General Fund","Tax Supported","RENTAL OF OFFICE EQUIP        ","Operating Expense"
"2014","General Government","OMB","ADMINISTRATION                ","SUPPLIES            ","4000","4200","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2014","General Government","OMB","ADMINISTRATION                ","DEBT SVC & MISC     ","1000","1000","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2014","General Government","OMB","ADMINISTRATION                ","OTHER ITEMS         ","0","36860","General Fund","Tax Supported","BUDGET DE-ALLOTTMENT          ","Operating Expense"
"2014","General Government","MHIS","ADMINISTRATION                ","OTHER ITEMS         ","271673","271673","General Fund","Tax Supported","OPERATING TRANSFER OUT        ","Operating Expense"
"2014","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","OTHER ITEMS         ","1154665","1154665","General Fund","Tax Supported","OPERATING TRANSFER OUT        ","Operating Expense"
"2014","Public Safety","Police","K-9                           ","PURCH PROF & TECH SV","20000","5000","General Fund","Tax Supported","VETERINARY SERVICES           ","Operating Expense"
"2014","Public Safety","Emerg. Serv. Telecommunication","ALARM ENFORCEMENT             ","SALARIES/WAGES      ","26805","26805","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2014","Public Safety","Emerg. Serv. Telecommunication","ALARM ENFORCEMENT             ","PURCH PROF & TECH SV","8500","8903","General Fund","Tax Supported","SOFTWARE SUPPORT SVS          ","Operating Expense"
