"fiscal_year","department_name","revenue_source_name","adopted_revenue_budget","amended_revenue_budget","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code","department"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SERVICE TO HARBOR",,,,"315328.2",,"SOLID WASTE RESOURCES FUND","QUASI-EXTERNAL TRANSACTION","508","4597","459","50"
"2015","CITY ETHICS COMMISSION","LEGISLATIVE ADVOCATE FEE","260000",,"260000","312903","120.35","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4331","432","17"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"308597.43",,"G LEIMERT PK V/CRENSHAW BID","ASSESSMENTS","47B","3182","317","14"
"2015","GENERAL SERVICES","ST LIGHTING ASSESS REL COST","307934",,"307934","307934","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5342","530","40"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SALE OF FIXED ASSETS",,,,"307739.25",,"SOLID WASTE RESOURCES FUND","SALE OF FIXED ASSETS","508","5143","514","50"
"2015","LOS ANGELES HOUSING","SEC 108 DEBT SERVICE-EARTHQK",,,,"306449.67",,"COMMUNITY DEVELOPMENT TRUST","PROGRAM INCOME","424","4985","497","43"
"2015","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,,,"305756.3",,"PWR SYST RB 2001 SERI C BD SER","INTERFUND OPERATING TRANSFER","J78","5654","561","98"
"2015","CITY CLERK","TELECOM LIQ DAMAGES REL COST","327603",,"327603","305513.5","93.26","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5339","530","14"
"2015","PERSONNEL","INTERFD OPER TRANS- CODE ENFORCE","301213",,"301213","301213","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5648","561","66"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX UNSEC",,,,"300207.76",,"GOB SER 2008A DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A67","3032","303","39"
"2015","NON-DEPARTMENTAL - GENERAL CITY PURPOSES","INTERFD OPER TRANS-CITYWIDE RECYCLING","400000","-100000","300000","300000","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5657","561","56"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-SCM",,,,"299121.93",,"SEWER OPERATIONS & MAINTENANCE","INVESTMENT EARNINGS","760","4905","490","50"
"2015","TRANSPORTATION","MISCELLANEOUS REVENUE-OTHERS",,,,"298229.11",,"PROPOSITION A LOCAL TRANSIT","MISCELLANEOUS REVENUES","385","5188","516","94"
"2015","ANIMAL SERVICES","ANIMAL REGULATION PERMITS","220000",,"220000","297980","135.45","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","100","4183","417","6"
"2015","BUILDING AND SAFETY","PLAN MAINTENANCE",,,,"297948.76",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4209","420","8"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","RECREATION & PARK GRANT",,,,"297643",,"RECREATION & PARKS GRANT","STATE GRANTS/AGREEMENTS","205","3367","336","89"
"2015","LOS ANGELES HOUSING","PLANNING AND LAND USE FEES",,,,"296750",,"MUNICIPAL HOUSING FINANCE FUND","ZONING AND SUBDIVISION FEE","815","4047","404","43"
"2015","AGING","STATE GRANTS - OTHERS",,,,"296031",,"OMBUDSMAN INITIATIVE PROGRAM F","STATE GRANTS/AGREEMENTS","46V","3361","336","2"
"2015","LOS ANGELES HOUSING","PROGRAM INCOME - GENERAL",,,,"295019.47",,"CITY OF LA AFFORDABLE HOUSING","PROGRAM INCOME","44G","4973","497","43"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","INTERFD OPER TRANS-SP GAS TAX","301260",,"301260","294638","97.8","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561","74"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","MISCELLANEOUS DEPOSITS",,,,"294155.000000004",,"PUBLIC WORKS TRUST","OTHER FINANCING SOURCES","834","5742","574","50"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"294072.31",,"2013 SECOND CHANCE ACT JUVENILE REENTRY GRANT FUND","OTHER INTERGOVTL-FEDERAL","56H","3684","368","46"
"2015","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","FACILITIES USE FEES",,,,"293649.16",,"EL PUEBLO DE LA HISTOR MONUMEN","CULTURAL AFFAIRS REVENUES","737","4472","447","33"
"2015","RECREATION AND PARKS","INTEREST INCOME-OTHER",,,,"292380.22",,"MUNICIPAL SPORTS ACCOUNT","INVESTMENT EARNINGS","301","4903","490","88"
"2015","HARBOR","FILMING PERMITS",,,,"292345.94",,"HARBOR REVENUE","OTHER LICENSES & PERMITS","702","3282","328","42"
"2015","TRANSPORTATION","TRANSPORTATION IMPACT ASSMT FEE",,,,"291300",,"VENICE COASTAL PARKING IMPACT","ASSESSMENTS","864","3178","317","94"
"2015","MAYOR","REIMB OF RELATED COST-PR YR","12000",,"12000","289722.94","2414.36","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530","46"
"2015","LOS ANGELES HOUSING","COMMUNITY SVCS ADM GR REL COST","463397",,"463397","289643.52","62.5","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5335","530","43"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","ADDL INTERFUND TRANS - GENERAL FD",,,,"289600",,"ENGINEERING SPECIAL SERVICE FD","ADDL INTERFD OPERATING TRANSFER","682","5691","569","50"
"2015","CITY ATTORNEY","ATTORNEY FEES","300000",,"300000","288892.43","96.3","GENERAL FUND (GENERAL BUDGET)","DAMAGE SETTLEMENTS","100","5122","512","12"
"2015","INFORMATION TECHNOLOGY AGENCY","REIMB OF RELATED COST-PR YR",,,,"288058.75",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530","32"
"2015","AGING","INTRFD OPER TRANS-COM DEV TRUST","314681",,"314681","288034.57","91.53","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5626","561","2"
"2015","CITY CLERK","INTERFD OPER TRANS-TELECOM DEV","286213",,"286213","286213","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5630","561","14"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SIDEWALK TREE MAINT ASSESSMENT",,,,"285973.41",,"SIDEWALK & TREE MAINT ASSESS","STREET SIDEWALK & CURB REPAIRS","304","4283","428","50"
"2015","CITY ATTORNEY","INTERFD OPER TRANS-PLANNING CASE PROC","304768",,"304768","285909.49","93.81","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5660","561","12"
"2015","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","INTERFD OPER TRANS-ARTS/CULTURAL","285000",,"285000","285000","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5633","561","33"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER FUNDS",,,,"282439",,"ALTERNATIVE FUEL PROGRAM","REIMB FROM OTHER FUNDS","45T","5301","530","50"
"2015","INFORMATION TECHNOLOGY AGENCY","RELATED COST REIMB FR GRANTS",,,,"280058.27",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5346","530","32"
"2015","INFORMATION TECHNOLOGY AGENCY","MISCELLANEOUS REVENUE-OTHERS",,,,"278424",,"TELECOM LIQ DMGE &LOST FR FEES","MISCELLANEOUS REVENUES","342","5188","516","32"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","INTERFD OPER TRANS-ST LIGHT ASMNT","279435","-939","278496","278229","99.9","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5621","561","74"
"2015","ANIMAL SERVICES","PET ID SYSTEM FEES",,,,"276125.5",,"ELECTRONIC ANIMAL ID DEVICE","ANIMAL SHELTER FEE & CHARGES","41C","4174","417","6"
"2015","RECREATION AND PARKS","CAPITAL GRANT - COUNTY",,,,"275900.89",,"RECREATION & PARKS GRANT","COUNTY GRANTS/AGREEMENTS","205","3512","351","88"
"2015","CONTROLLER","INTERFD OPER TRANS-SEWER CONS","275744",,"275744","275744","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561","26"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST ON POOLED INVEST-BOND FDS",,,,"274471.33",,"GOB SERIES 2006A FIRE/PARA CON","INVESTMENT EARNINGS","16J","4904","490","50"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-OTHER",,,,"274178.29",,"ENGINEERING SPECIAL SERVICE FD","INVESTMENT EARNINGS","682","4903","490","50"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","INTERFD OPER TRANS-SOLID WASTE","332739",,"332739","272110","81.78","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5634","561","74"
"2015","LOS ANGELES HOUSING","ADMINISTRATIVE INVESTIGATION F",,,,"272091.45",,"SYSTEMATIC CODE ENFORCEMNT FEE","RENT STABILIZATION REVENUE","41M","4626","462","43"
"2015","TRANSPORTATION","MISCELLANEOUS REVENUE-OTHERS",,,,"271216.22",,"TRANSPORTATION GRANTS FUND","MISCELLANEOUS REVENUES","655","5188","516","94"
"2015","PERSONNEL","INTERFD OPER TRANS-WIA","364012",,"364012","271075.28","74.47","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5651","561","66"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,,,"271000",,"STORMWATER POLLUTION ABATE FND","STATE GRANTS/AGREEMENTS","511","3361","336","50"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,,,"270264.27",,"GOB REFUNDING SER98A DEBT SERV","VOTER APRVD DEBT-PROPERTY TAX","A53","3033","303","39"
"2015","PUBLIC WORKS - SANITATION","HOUSEHOLD HAZARD WASTE REL COST","270230",,"270230","270230","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5356","530","82"
"2015","PERSONNEL","MOBILE SRC AIR POLLUT REL COST","600666",,"600666","269363.79","44.84","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5336","530","66"
"2015","MAYOR","SERVICE TO WATER & POWER","312065",,"312065","266788.56","85.49","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459","46"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STREET BANNER PERMITS",,,,"265117.02",,"STREET BANNERS REVENUE TRUST","STREETS AND CURB PERMITS","43U","3253","324","50"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","GAS TAX PROJECTS","264936",,"264936","264936","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5304","530","76"
"2015","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,,,"263400",,"WS RB 2003 SERIES B BOND SERVC","INTERFUND OPERATING TRANSFER","M5E","5654","561","98"
"2015","TRANSPORTATION","REIMB FROM OTHER AGENCIES",,,,"262876.21",,"PROPOSITION C ANTIGRIDLOCK IMP","REIMB FROM OTHER AGENGIES","540","3811","381","94"
"2015","NON-DEPARTMENTAL - GENERAL","FRANCHISE INCOME-ELECTRIC LINE","180000",,"180000","262522.65","145.85","GENERAL FUND (GENERAL BUDGET)","FRANCHISES INCOME","100","3061","306","62"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","REIMB OF ACCOUNTING SERVICES","320000",,"320000","261952.099999997","81.86","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4340","432","74"
"2015","NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM","MISCELLANEOUS REVENUE-OTHERS","20000",,"20000","260059.82","1300.3","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516","54"
"2015","DISABILITY","REIMB FROM OTHER FUNDS",,,,"254638.67",,"COMPUTERIZED INFOR CTR FOR DIS","REIMB FROM OTHER FUNDS","473","5301","530","65"
"2015","PUBLIC WORKS - ENGINEERING","SITE PLANS","63000",,"63000","253250","401.98","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4248","420","78"
