"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","68623","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1417098.6","BOARD OF EQUALIZATION"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES CITY",,"6","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","$",,"42663.7","EMPLOYMENT DEVELOPMENT DEPARTMENT"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"11","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","4539","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","LESS THAN 50 EMPLOYEES","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","603288","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"10","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"5","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","13975783","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"8","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#",,"-1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","62077","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES COUNTY",,,"2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","239661.3","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"15","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","6136","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"CITY TOTAL","2006","2006-04","2006","2006-02","4-1-2006","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","92175456","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES COUNTY",,,"1999","1999-03","1999","1999-01","1-1-1999","04-11-2017","$",,"36420.1","BUREAU OF LABOR STATISTICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"2","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","2983","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"15","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","7.3","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"10","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","581","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES COUNTY",,,"2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","#",,"-214","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES COUNTY",,,"2006","2006-02","2005","2005-04","10-1-2005","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","701400000","CALIFORNIA HOMEBUILDING FOUNDATION"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"15","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#",,"1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"15","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#",,"3","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES COUNTY",,,"2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#",,"-813","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES COUNTY",,,"2003","2003-04","2003","2003-02","4-1-2003","04-11-2017","#","SEASONALLY ADJUSTED","500934.3","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES COUNTY",,,"1993","1993-03","1993","1993-01","1-1-1993","04-11-2017","#","SEASONALLY ADJUSTED","169125.9","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","306088","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES CITY",,"10","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","$",,"41741.3","EMPLOYMENT DEVELOPMENT DEPARTMENT"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES COUNTY",,,"2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","397672.7","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","EMPLOYED WORKERS BY OCCUPATION","SERVICE","LOS ANGELES CITY",,"9",,,"2015",,,"04-11-2017","%","SHARE OF DISTRICT/CITY/COUNTY EMPLOYED WORKERS","25.509466","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"2","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","1875811.6","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"7","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","48656","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","OWNER-OCCUPIED HOUSING",,"LOS ANGELES CITY",,"12",,,"2015",,,"04-11-2017","%","SHARE OF ALL OCCUPIED HOUSING UNITS","64.25692","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","LESS THAN $25,000","LOS ANGELES CITY",,"15","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","13342","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMIT VALUES",,"LOS ANGELES CITY",,"1","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES COUNTY",,,"2004","2004-04","2004","2004-02","4-1-2004","04-11-2017","#",,"235","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"10","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","17390460","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"12","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","#",,"1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"14",,,"2015",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","4.8576756","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","LESS THAN $14,999","LOS ANGELES COUNTY","FEMALE",,,,"2015",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","690395","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMITS",,"LOS ANGELES CITY",,"6","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","112.2","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"4","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","1671","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES CITY",,"9","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","212449.9","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"3","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"15","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#",,"7","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","HISPANIC OR LATINO","LOS ANGELES CITY","MALE","14",,,"2013",,,"04-11-2017","#",,"82696.726","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","LESS THAN $25,000","LOS ANGELES CITY",,"1","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","23040","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"6","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","1620","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE","ASIAN","LOS ANGELES CITY",,"3",,,"2014",,,"04-11-2017","#",,"34255.038","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"4","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","12924","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","302077","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"14","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","186060","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"8","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","#",,"8","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMIT VALUES",,"LOS ANGELES CITY",,"13","2016","2016-04","2016","2016-02","4-1-2016","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","5693478.1","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2017","2017-02","2016","2016-04","10-1-2016","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","11515882","BOARD OF EQUALIZATION"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"8","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","450","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-01","2002","2002-03","7-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2023169.2","BOARD OF EQUALIZATION"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES COUNTY",,,"2016","2016-03","2016","2016-01","1-1-2016","04-11-2017","#",,"-25","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"1","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#",,"8","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE BY GENDER","20 TO 34 YEARS","LOS ANGELES CITY","FEMALE","5",,,"2012",,,"04-11-2017","#",,"36611.943","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"14","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#",,"8","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES COUNTY",,,"2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","262855.2","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"4","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","5825523.3","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","$25,000 TO $50,000","LOS ANGELES CITY",,"13","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","20019","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"12","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","9914","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"1","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#",,"-1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"6","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT","BACHELOR'S DEGREE","LOS ANGELES CITY","MALE","10",,,"2015",,,"04-11-2017","%","SHARE OF POPULATION 25 YEARS AND OLDER","26.481916","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","STATE OF CALIFORNIA",,,"2005","2005-03","2005","2005-01","1-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","11236128","BOARD OF EQUALIZATION"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","MORE THAN $100,000","LOS ANGELES CITY","MALE","6",,,"2013",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","2600.4297","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"4","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","95002","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES CITY",,"13","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","$",,"54588.4","EMPLOYMENT DEVELOPMENT DEPARTMENT"
"DEMOGRAPHICS","POPULATION BY AGE BY GENDER","UNDER 19 YEARS","LOS ANGELES CITY","MALE","8",,,"2012",,,"04-11-2017","#",,"36438.692","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES COUNTY",,,"2002","2002-01","2001","2001-03","7-1-2001","04-11-2017","#",,"2","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"6","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#",,"-9","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"1","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","12674","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES COUNTY",,,"2008","2008-02","2007","2007-04","10-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","34298117","BOARD OF EQUALIZATION"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"9","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"14","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","#",,"24","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","STATE OF CALIFORNIA",,,"2004","2004-02","2003","2003-04","10-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","4814305.1","BOARD OF EQUALIZATION"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","LESS THAN 50 EMPLOYEES","LOS ANGELES CITY",,"7","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","20434","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"CITY TOTAL","2007","2007-01","2006","2006-03","7-1-2006","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","283.5","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","BLACK OR AFRICAN AMERICAN","LOS ANGELES CITY","MALE","3",,,"2012",,,"04-11-2017","#",,"4842.0409","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT","BACHELOR'S DEGREE","LOS ANGELES CITY","FEMALE","3",,,"2013",,,"04-11-2017","%","SHARE OF POPULATION 25 YEARS AND OLDER","30.760059","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","$25,000 TO $50,000","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","469745","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"1","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","3631","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$15,000 TO $24,999","LOS ANGELES CITY","FEMALE","9",,,"2012",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","10867.421","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"8","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","3636396.9","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"2","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","2820","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"CITY TOTAL","2006","2006-03","2006","2006-01","1-1-2006","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0.5","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"8","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","607","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","STATE OF CALIFORNIA",,,"2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8320916","BOARD OF EQUALIZATION"
"BUILDING PERMITS","MULTI-FAMILY PERMITS",,"LOS ANGELES CITY",,"7","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","10.1","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES COUNTY",,,"2000","2000-04","2000","2000-02","4-1-2000","04-11-2017","#",,"-1969","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"2","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","2604","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES COUNTY",,,"1992","1992-03","1992","1992-01","1-1-1992","04-11-2017","#","SEASONALLY ADJUSTED","134639","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","LESS THAN 50 EMPLOYEES","LOS ANGELES CITY",,"12","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","44422","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"CITY TOTAL","2007","2007-02","2006","2006-04","10-1-2006","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","288300000","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"15","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","7761658","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","EMPLOYMENT BY OCCUPATION BY GENDER","SERVICE","LOS ANGELES CITY","FEMALE","14",,,"2014",,,"04-11-2017","#",,"10784.342","U.S. CENSUS BUREAU; BEACON ECONOMICS"
