"the_geom","objectid","fname","ftype","uspsabbr","leftadd1","leftadd2","rgtadd1","rgtadd2","zipcolef","zipcorgt","nametype","t_leftadd1","t_leftadd2","t_rgtadd1","t_rgtadd2","grid","suffabbr","namecaps","annotext","roadclass","truckroute","honorary","idotstreet","speedlimit","location","ownership","created_date","last_edited_date","shape_stlength","engstreetclass"
"MULTILINESTRING ((-87.702362679014 42.036500618772, -87.702362478866 42.036508292783, -87.702354233898 42.036932441821, -87.702343115209 42.037449849481))","1006","Grey","Avenue","Ave","0","0","0","0","60202","60202","Grey Avenue","1040","1098","1041","1099","2100","AVE","GREY","GREY AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:45.000Z","345.95803713773762","Local street"
"MULTILINESTRING ((-87.717739437639 42.057292055623, -87.717733317604 42.057780840841))","560","Central Park","Avenue","Ave","2202","2202","2205","2209","60201","60201","Central Park Avenue","2200","2208","2201","2209","3000","AVE","CENTRAL PARK","CENTRAL PARK AVE","Main Road",,,"No","25","2202-2209 CENTRAL PARK AVE","City of Evanston",,"2022-03-21T15:56:40.000Z","178.13040532149472","Collector street"
"MULTILINESTRING ((-87.67311306814 42.044007551554, -87.67314867425 42.044092331644))","5447","Sheridan","Road","Rd","0","0","0","0","60201","60201","Sheridan Road","1440","1498","1441","1499","200","RD","SHERIDAN","SHERIDAN RD","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:49.000Z","32.374071415254527","Local street"
"MULTILINESTRING ((-87.688920486893 42.039470008785, -87.688908313821 42.039946109075, -87.688906433491 42.040004686576, -87.688903236185 42.040098876026))","675","Croft","Lane","Ln","1206","1212","1201","1215","60202","60202","Croft Lane","1200","1298","1201","1299","0","LN","CROFT","CROFT LN","Local Street",,,"No","25","1206-1215 CROFT LN","Private",,"2022-03-21T15:43:44.000Z","229.21981335632475","Local street"
"MULTILINESTRING ((-87.704065247778 42.030305514067, -87.70406069502 42.03060663506, -87.70406007389 42.030647218028, -87.704045214254 42.031064086741))","1065","Hartrey","Avenue","Ave","700","712","0","0","60202","60202","Hartrey Avenue","700","718","701","719","2200","AVE","HARTREY","HARTREY AVE","Local Street","Truck Prohibited",,"No","25","700-712 HARTREY AVE","City of Evanston",,"2022-03-21T15:43:46.000Z","276.4990199997543","Local street"
"MULTILINESTRING ((-87.688597515382 42.020506212689, -87.68859695384 42.020674729662, -87.688593506247 42.020954067863, -87.68859526314 42.021046090099, -87.688596721826 42.021120273486, -87.68859157183 42.021320405064, -87.688594333333 42.021502414603, -87.688591826545 42.021586619408))","444","Barton","Avenue","Ave","146","200","135","135","60202","60202","Barton Avenue","136","198","135","199","1200","AVE","BARTON","BARTON AVE","Local Street",,,"No","25","146-135 BARTON AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","393.75555894231383","Local street"
"MULTILINESTRING ((-87.704155001868 42.02650032558, -87.704154734245 42.026508803625))","2019","Hartrey","Avenue","Ave","0","0","0","0","60202","60202","Hartrey Avenue","0","0","0","0","2200","AVE","HARTREY","HARTREY AVE","Local Street",,,"No","25","HARTREY AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","3.0904045042680095","Local street"
"MULTILINESTRING ((-87.703445285597 42.064065323141, -87.703437220884 42.064370786287, -87.703436979735 42.064380279759))","1965","Hartrey","Avenue","Ave","0","0","0","0","60201","60201","Hartrey Avenue","2538","2598","2539","2599","2200","AVE","HARTREY","HARTREY AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:47.000Z","114.79866033104621","Local street"
"MULTILINESTRING ((-87.694157833412 42.057614011615, -87.694151430222 42.057914708802, -87.694149024526 42.058026080985, -87.694135485244 42.058292957759))","433","Ashland","Avenue","Ave","2200","2204","2201","2205","60201","60201","Ashland Avenue","2200","2204","2201","2205","1600","AVE","ASHLAND","ASHLAND AVE","Local Street",,,"No","25","2200-2205 ASHLAND AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","247.51008941643738","Local street"
"MULTILINESTRING ((-87.702462093652 42.032004195045, -87.703242825596 42.031986365584, -87.703532314142 42.031979749322, -87.704029013419 42.031971387226))","1887","Washington","Street","St","2100","2126","2101","2127","60202","60202","Washington Street","2100","2198","2101","2199","800","ST","WASHINGTON","WASHINGTON ST","Local Street","Truck Prohibited",,"No","25","2100-2127 WASHINGTON ST","City of Evanston",,"2022-03-21T15:43:51.000Z","425.88041870071049","Local street"
"MULTILINESTRING ((-87.6863107792 42.057421005214, -87.686273595514 42.057503696741, -87.686185841532 42.057718152226, -87.686109570633 42.057904105661, -87.686056070624 42.058030611696, -87.686045480042 42.058054563389, -87.68589138672 42.058408624182))","1667","Ridge","Avenue","Ave","2210","2214","2201","2225","60201","60201","Ridge Avenue","2200","2224","2201","2225","1100","AVE","RIDGE","RIDGE AVE","Main Road","Truck Prohibited",,"No","30","2210-2225 RIDGE AVE","City of Evanston",,"2022-03-21T15:45:37.000Z","377.51697882819951","Major street"
"MULTILINESTRING ((-87.702545497032 42.029279548911, -87.702778757137 42.029274189685, -87.703327182289 42.02926243755, -87.703886983706 42.029250360996))","1704","Seward","Street","St","2104","2130","2101","2131","60202","60202","Seward Street","2100","2198","2101","2199","0","ST","SEWARD","SEWARD ST","Local Street","Truck Prohibited",,"No","25","2104-2131 SEWARD ST","City of Evanston",,"2022-03-21T15:43:49.000Z","364.63347424108457","Local street"
"MULTILINESTRING ((-87.689138962543 42.041558347162, -87.689187583859 42.041558620049, -87.689212770598 42.041563025157, -87.689241523063 42.041572274865, -87.689263783586 42.041588252516, -87.689280448944 42.041604634402, -87.689302865477 42.04162293689, -87.689328288134 42.041637932365, -87.689364897542 42.041655667882, -87.689399628562 42.041667340238, -87.689445771595 42.041672432282, -87.689510589482 42.041674003331, -87.689565694358 42.041674312428, -87.689598909352 42.041675707876, -87.689627266706 42.041676470639, -87.689636185843 42.041675916943, -87.689644301232 42.041674753307, -87.689652418903 42.041673591398, -87.689660534291 42.041672427761, -87.689668667958 42.041669453073, -87.689679245685 42.041665284656, -87.689685765743 42.041661695485, -87.689693095641 42.04165811257, -87.6897012476 42.041653325115, -87.689710217808 42.04164793853, -87.689726491222 42.041641385463, -87.689737068957 42.041637215325, -87.689745190431 42.041635447998, -87.690264180195 42.041636563028))","13141","Dryden","Place","Pl","1212","1256","0","0","60201","60201","Dryden Place","1200","1298","1201","1299","1310","LN","DRYDEN","DRYDEN PL","Local Street",,,"No","25","1212-1256 DRYDEN PL","Private","2015-05-06T15:59:43.000Z","2022-03-21T15:43:44.000Z","323.64250034627935","Local street"
"MULTILINESTRING ((-87.696966408369 42.033918516436, -87.697808487901 42.033904549202))","1372","Main","Street","St","1720","1732","0","0","60202","60202","Main Street","1714","1798","1715","1799","900","ST","MAIN","MAIN ST","Main Road","Truck Routes",,"No","30","1720-1732 MAIN ST","City of Evanston",,"2022-03-21T15:45:37.000Z","228.83076060704775","Major street"
"MULTILINESTRING ((-87.712963615532 42.059044420768, -87.713666500761 42.059037762769, -87.714381501379 42.059031056037))","930","Grant","Street","St","2800","2814","2809","2815","60201","60201","Grant Street","2800","2898","2801","2899","2300","ST","GRANT","GRANT ST","Main Road",,,"No","25","2800-2815 GRANT ST","City of Evanston",,"2022-03-21T15:56:18.000Z","385.08619340067662","Collector street"
"MULTILINESTRING ((-87.691733283687 42.0317421482, -87.692050610121 42.03173810394, -87.692323853935 42.03173271495, -87.692335343205 42.031732202837))","1344","Madison","Street","St","0","0","1401","1409","60202","60202","Madison Street","1400","1414","1401","1415","0","ST","MADISON","MADISON ST","Local Street",,,"No","25","1401-1409 MADISON ST","City of Evanston",,"2022-03-21T15:43:48.000Z","163.61589358517153","Local street"
"MULTILINESTRING ((-87.691898576585 42.020371389983, -87.691988007017 42.020371121339, -87.692258636245 42.020361052712, -87.692616359967 42.020356107309, -87.692779956283 42.020351092957, -87.693197060033 42.020344226875, -87.693299469162 42.020341504942))","774","Dobson","Street","St","1400","1428","1403","1427","60202","60202","Dobson Street","1400","1498","1401","1499","0","ST","DOBSON","DOBSON ST","Local Street",,,"No","25","1400-1427 DOBSON ST","City of Evanston",,"2022-03-21T15:43:44.000Z","380.86340378946517","Local street"
"MULTILINESTRING ((-87.688608662977 42.019533847396, -87.688961529307 42.019539368866, -87.689261407712 42.019540695198, -87.689493161741 42.019542352131, -87.689827367996 42.019542147558, -87.690174617161 42.019541562306))","1140","Howard","Street","St","0","0","1201","1219","60645","60202","Howard Street","0","0","1201","1299","100","ST","HOWARD","HOWARD ST","Main Road",,,"No","30","1201-1219 HOWARD ST","City of Evanston",,"2022-03-21T15:45:36.000Z","425.55658229057923","Major street"
"MULTILINESTRING ((-87.684740437384 42.052122188769, -87.685696069842 42.052132085748, -87.686428078071 42.052143705658, -87.686545443359 42.052145327591))","813","Emerson","Street","St","1010","1032","1001","1029","60201","60201","Emerson Street","1000","1098","1001","1099","1900","ST","EMERSON","EMERSON ST","Main Road","Truck Routes","Emerson Branch YMCA","No","25","1001-1032 EMERSON ST","City of Evanston",,"2022-03-21T15:45:36.000Z","490.31584209812257","Major street"
"MULTILINESTRING ((-87.678368851236 42.06708095341, -87.679441680891 42.067090199456))","1746","Ingleside","Place","Pl","614","614","621","621","60201","60201","Ingleside Place","600","698","601","699","0","PL","INGLESIDE","INGLESIDE PL","Local Street",,,"No","25","614-621 INGLESIDE PL","City of Evanston",,"2022-03-21T15:43:47.000Z","291.33223045176447","Local street"
"MULTILINESTRING ((-87.681378820977 42.041204734744, -87.681410511788 42.041349340438, -87.681434089575 42.041448511464, -87.681453135261 42.041540878642, -87.681460424981 42.041609249883, -87.681465423262 42.041714517196, -87.681482456062 42.041798530656, -87.681514182236 42.0419433286, -87.681588824683 42.042056592753, -87.681681137902 42.04219149892, -87.681697914851 42.042239342729, -87.681745144545 42.042463013736, -87.681774061723 42.042663035782))","1758","Sherman","Place","Pl","1314","1314","1307","1315","60201","60201","Sherman Place","1300","1398","1301","1399","0","PL","SHERMAN","SHERMAN PL","Local Street","Truck Routes",,"No","25","1314-1315 SHERMAN PL","City of Evanston",,"2022-03-21T15:43:49.000Z","546.9882858645301","Local street"
"MULTILINESTRING ((-87.682276140569 42.028802871803, -87.682888490209 42.02880631614, -87.684151452862 42.028814728637))","1689","Seward","Street","St","800","834","801","835","60202","60202","Seward Street","800","898","801","899","0","ST","SEWARD","SEWARD ST","Local Street",,,"No","25","800-835 SEWARD ST","City of Evanston",,"2022-03-21T15:43:49.000Z","509.54030861137028","Local street"
"MULTILINESTRING ((-87.683817309036 42.060590587801, -87.683840727106 42.060590830099, -87.683871030448 42.060591166239, -87.683898535551 42.060591459095, -87.684258862212 42.060595418446, -87.68443305946 42.060597446288, -87.684690138889 42.060600491168, -87.684995539956 42.060606415414))","377","Colfax","Street","St","0","0","0","0","60201","60201","Colfax Street","914","998","915","999","2400","ST","COLFAX","COLFAX ST","Local Street",,,"No","20",,"City of Evanston",,"2022-03-21T15:43:44.000Z","320.02105957027885","Local street"
"MULTILINESTRING ((-87.705363351191 42.04103084703, -87.705351953588 42.041399491578, -87.705351109235 42.04145533085, -87.705343306104 42.041971110065, -87.705338621022 42.042166496868, -87.705327321057 42.042637334805))","2004","Pitner","Avenue","Ave","1314","1328","1305","1341","60201","60201","Pitner Avenue","1300","1398","1301","1399","2300","AVE","PITNER","PITNER AVE","Local Street",,,"No","25","1314-1341 PITNER AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","585.52167559552618","Local street"
"MULTILINESTRING ((-87.674144269386 42.046524584642, -87.674330642339 42.0465131964, -87.674627829361 42.046594840018, -87.675447769035 42.046820036793, -87.675518962609 42.046838858225))","582","Church","Street","St","300","310","0","0","60201","60201","Church Street","300","398","301","399","1700","ST","CHURCH","CHURCH ST","Main Road",,,"No","25","300-310 CHURCH ST","City of Evanston",,"2022-03-21T16:16:29.000Z","394.69713942606131","Collector street"
"MULTILINESTRING ((-87.720513962304 42.058962376218, -87.72120482658 42.058945756306, -87.7218955734 42.058941343139))","206","Grant","Street","St","0","0","0","0","60201","60201","Grant Street","3100","3124","3101","3125","2300","ST","GRANT","GRANT ST","Main Road",,,"No","25",,"City of Evanston",,"2022-03-21T15:56:18.000Z","375.3091119864871","Collector street"
"MULTILINESTRING ((-87.676908216104 42.04261434416, -87.677312588574 42.04262115662, -87.67783104203 42.04262505184, -87.678747686526 42.042631875008))","978","Greenwood","Street","St","404","428","409","429","60201","60201","Greenwood Street","400","498","401","499","1400","ST","GREENWOOD","GREENWOOD ST","Local Street",,,"No","25","404-429 GREENWOOD ST","City of Evanston",,"2022-03-21T15:43:45.000Z","499.72332622028784","Local street"
"MULTILINESTRING ((-87.681720980144 42.053902485805, -87.681925015053 42.053905071019, -87.682497780266 42.053910680487, -87.682588939584 42.053911581584, -87.683109056364 42.053916669937, -87.68355600541 42.053922219842))","889","Foster","Street","St","820","844","807","833","60201","60201","Foster Street","800","898","801","899","2000","ST","FOSTER","FOSTER ST","Local Street",,,"No","25","820-833 FOSTER ST","City of Evanston",,"2022-03-21T16:03:40.000Z","498.43234907242078","Collector street"
"MULTILINESTRING ((-87.696038546474 42.041184713019, -87.696359133333 42.041179577349, -87.697131193453 42.041167861015, -87.69759557478 42.041158936099))","734","Dempster","Street","St","1700","1724","1701","1725","60202","60201","Dempster Street","1700","1798","1701","1799","1300","ST","DEMPSTER","DEMPSTER ST","Main Road","Truck Routes",,"Yes","30","1700-1725 DEMPSTER ST","City of Evanston",,"2022-03-21T15:45:36.000Z","423.06707109442834","Major street"
"MULTILINESTRING ((-87.686784719429 42.049935920775, -87.68689015867 42.049998560313, -87.686966148187 42.050028021579, -87.687067190993 42.050041323523, -87.687407570856 42.050049441494, -87.68791473819 42.050050401224, -87.688273521433 42.050080957634, -87.688371171169 42.050098503108))","240","Clark","Street","St","0","0","1109","1113","60201","60201","Clark Street","1100","1194","1101","1195","1800","ST","CLARK","CLARK ST","Local Street","Truck Routes","Dr. J Fredrick Norwood Place","No","25","1100-1113 CLARK ST","City of Evanston",,"2022-03-21T16:11:43.000Z","443.37128037880944","Collector street"
"MULTILINESTRING ((-87.68036039693 42.028785650154, -87.680348893984 42.029312603724, -87.680347906348 42.029358755144, -87.680346651335 42.029427434727))","687","Custer","Avenue","Ave","620","620","609","619","60202","60202","Custer Avenue","608","620","609","621","700","AVE","CUSTER","CUSTER AVE","Local Street",,,"No","25","620-619 CUSTER AVE","City of Evanston",,"2022-03-21T16:04:59.000Z","233.90820612563459","Collector street"
"MULTILINESTRING ((-87.691634147085 42.029928297473, -87.69203962168 42.029920163237, -87.692369499739 42.029915172865))","612","Cleveland","Street","St","1400","1410","1401","1409","60202","60202","Cleveland Street","1400","1414","1401","1415","0","ST","CLEVELAND","CLEVELAND ST","Local Street",,,"No","25","1400-1409 CLEVELAND ST","City of Evanston",,"2022-03-21T15:43:44.000Z","199.84977731526956","Local street"
"MULTILINESTRING ((-87.679750343045 42.052101618509, -87.679746755009 42.052455183739, -87.679741464249 42.052978410954, -87.679722337735 42.053741371853, -87.679719194596 42.053879138442))","1536","Orrington","Avenue","Ave","1900","1946","1915","1945","60201","60201","Orrington Avenue","1900","1998","1901","1999","700","AVE","ORRINGTON","ORRINGTON AVE","Local Street",,,"No","25","1900-1945 ORRINGTON AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","647.82914762512303","Local street"
"MULTILINESTRING ((-87.6821937868 42.033972512761, -87.682638075029 42.033976212383, -87.683376538284 42.033984073709, -87.683723151418 42.033986118307))","1361","Main","Street","St","800","828","801","835","60202","60202","Main Street","800","836","801","835","900","ST","MAIN","MAIN ST","Main Road","Truck Routes",,"No","25","800-835 MAIN ST","City of Evanston",,"2022-03-21T15:45:37.000Z","415.52524529246597","Major street"
