"study_id","study_class","treatment_focus_study_level","treatment_focus_arm_level","treatment_focus_subclass_arm_level","total_n_randomized","intervention_group","arm_n_randomized","arm_n_randomized_qual","treatment_name","ncptsd_treatment_name","treatment_desc","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharm_biologic","nonpharm_cognitive_therapy","control","other","collaborative_care","format","delivery_method","dose","session_length","frequency","treatment_duration_weeks","treatment_duration_qual","def_treatment_completion","percent_completed","completed_psychotherapy_percent_detail","def_treatment_adherence","percent_adhered","adhered_pharmacotherapy_percent_detail","psychotherapy_sessions_mean","psychotherapy_sessions_sd","psychotherapy_sessions_qual","dose_at_study_end_point_mean","dose_at_study_end_point_sd","dose_at_study_end_point_qual","military_status","percent_active_duty_military","percent_veteran","percent_community","female_percent","female_percent_qual","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"rothbaum2014_B","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"156","B","50",,"Virtual reality exposure + alprazolam","Virtual reality exposure therapy (VRET) + alprazolam","Virtual reality exposure: sessions comprised of exposure to subject's most traumatic memories using computer-generated virtual Iraq or Afghanistan environments with simulated field/combat situations and trigger stimuli (auditory, visual, olfactory, and tactile), manipulated by the therapist with attempt to match patient-described stimuli followed by experience processing, integration, and associations. This therapy differed from typical exposure therapy in that there was no homework assigned. 

Alprazolam: benzodiazepine","Yes","TF","Yes","Antianxiety: benzodiazepine","No","Not Applicable","No","No","No","No","No","Individual","In Person","Dose: 0.25 mg (30 minutes prior to session)

Sessions: 90 minutes (30 minutes prior to exposure for medication and assessments including startle responses and cortisol sampling). 30 to 45 minutes continuous exposure, until anxiety level decreases, 15 to 20 minutes processing time. One introductory session without medication or exposure was given.",,"Weekly","6",,,,,,,,,,,,,,"Veteran","0","1","0","0.0513",,"0.9487","Combat-related",,"Medium","Rothbaum BO, Price M, Jovanovic T, et al. A randomized, double-blind evaluation of D-cycloserine or alprazolam combined with virtual reality exposure therapy for posttraumatic stress disorder in Iraq and Afghanistan War veterans. Am J Psychiatry. 2014 Jun;171(6):640-8. doi: 10.1176/appi.ajp.2014.13121625. PMID: 24743802.","42150","2019"
"rothbaum2014_C","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"156","C","53",,"Virtual reality exposure + placebo","Virtual reality exposure therapy (VRET)","Virtual reality exposure: sessions comprised of exposure to subject's most traumatic memories using computer-generated virtual Iraq or Afghanistan environments with simulated field/combat situations and trigger stimuli (auditory, visual, olfactory, and tactile), manipulated by the therapist with attempt to match patient-described stimuli followed by experience processing, integration, and associations. This therapy differed from typical exposure therapy in that there was no homework assigned. 

Placebo: administered 30 minutes prior to session.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","Dose: NA

Sessions: 90 minutes (30 minutes prior to exposure for medication and assessments including startle responses and cortisol sampling). 30 to 45 minutes continuous exposure, until anxiety level decreases, 15 to 20 minutes processing time. One introductory session without medication or exposure was given.",,"Weekly","6",,,,,,,,,,,,,,"Veteran","0","1","0","0.0513",,"0.9487","Combat-related",,"Medium","Rothbaum BO, Price M, Jovanovic T, et al. A randomized, double-blind evaluation of D-cycloserine or alprazolam combined with virtual reality exposure therapy for posttraumatic stress disorder in Iraq and Afghanistan War veterans. Am J Psychiatry. 2014 Jun;171(6):640-8. doi: 10.1176/appi.ajp.2014.13121625. PMID: 24743802.","42150","2019"
"sack2016_A","Psychotherapy","PTSD","PTSD",,"139","A","47",,"Exposure with eyes fixated and moving","Eye Movement Desensitization and Reprocessing (EMDR)","Exposure with eyes moving while fixated on therapist's moving hand; treatment followed EMDR manual by Solomon and Shapiro, except for variation in stimulation (eye movement); treatment focuses on  distressing trauma-related images, beliefs, and bodily sensations; therapy ended when PTSD diagnostic criteria no longer met, or 3 sessions without subjective symptom reduction, with maximum of 8 sessions.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,,"Weekly",,"maximum 8 sessions","completed treatment course","0.8723",,,,,"4.2","1.8",,,,,"Community",,,"1","0.64",,"0.36","Mixed","accidents, natural or manmade disasters, community/school violence, other (sexual trauma)","Medium","Sack M, Zehl S, Otti A, et al. A comparison of dual attention, eye movements, and exposure only during Eye Movement Desensitization and Reprocessing for posttraumatic stress disorder: results from a randomized clinical trial. Psychother Psychosom. 2016;85(6):357-65. doi: 10.1159/000447671. PMID: 27744424.","49086","2019"
"sack2016_B","Psychotherapy","PTSD","PTSD",,"139","B","47",,"Exposure with eyes fixated and not moving","Eye Movement Desensitization and Reprocessing (EMDR)","Exposure with eyes fixated on therapist's nonmoving hand; treatment followed EMDR manual by Solomon and Shapiro, except for variation in stimulation (eye movement); treatment focuses on distressing trauma-related images, beliefs, and bodily sensations; therapy ended when PTSD diagnostic criteria no longer met, or 3 sessions without subjective symptom reduction, with maximum of 8 sessions.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,,"Weekly",,"maximum 8 sessions","completed treatment course","0.8085",,,,,"4.7","1.9",,,,,"Community",,,"1","0.64",,"0.36","Mixed","accidents, natural or manmade disasters, community/school violence, other (sexual trauma)","Medium","Sack M, Zehl S, Otti A, et al. A comparison of dual attention, eye movements, and exposure only during Eye Movement Desensitization and Reprocessing for posttraumatic stress disorder: results from a randomized clinical trial. Psychother Psychosom. 2016;85(6):357-65. doi: 10.1159/000447671. PMID: 27744424.","49086","2019"
"sack2016_C","Psychotherapy","PTSD","PTSD",,"139","C","45",,"Exposure without eye fixation","Eye Movement Desensitization and Reprocessing (EMDR)","Exposure without explicit task of fixating on external focus of attention (eyes closed or eyes open and looking unfocused into the room); treatment followed EMDR manual by Solomon and Shapiro, except for variation in stimulation (eye movement); treatment focuses on distressing trauma-related images, beliefs, and bodily sensations; therapy ended when PTSD diagnostic criteria no longer met, or 3 sessions without subjective symptom reduction, with maximum of 8 sessions.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,,"Weekly",,"maximum 8 sessions","completed treatment course","0.8222",,,,,"3.9","1.8",,,,,"Community",,,"1","0.64",,"0.36","Mixed","accidents, natural or manmade disasters, community/school violence, other (sexual trauma)","Medium","Sack M, Zehl S, Otti A, et al. A comparison of dual attention, eye movements, and exposure only during Eye Movement Desensitization and Reprocessing for posttraumatic stress disorder: results from a randomized clinical trial. Psychother Psychosom. 2016;85(6):357-65. doi: 10.1159/000447671. PMID: 27744424.","49086","2019"
"sack2017_A","Mixed: Psychotherapy & pharmacotherapy","PTSD","PTSD",,"35","A","35",,"Oxytocin + trauma memory reactivation","Oxytocin + exposure (experimental paradigm)","Intranasal oxytocin (Syntocinon, Novartis, Brazil) administered 45 minutes before trauma-script exposure. Trauma-script stress exposure used a script of 2 minutes and did not include an imagery period.","No","Not Applicable","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Individual","In Person","24 IU",,"Once (single dose)","1",,,,,"NA (administered in clinic)","1",,,,,"24 IU",,,"Community",,,"1","1",,"0","Mixed","rape/sexual assault, child sexual abuse, community/school violence, accidents, natural or manmade disasters, other (""non-sexual violence by a family member"")","Low","Sack M, Spieler D, Wizelman L, et al. Intranasal oxytocin reduces provoked symptoms in female patients with posttraumatic stress disorder despite exerting sympathomimetic and positive chronotropic effects in a randomized controlled trial. BMC Med. 2017 Feb 17;15:40. doi: 10.1186/s12916-017-0801-0. PMID: 28209155.","47377","2019"
"sack2017_B","Mixed: Psychotherapy & pharmacotherapy","PTSD","Control",,"35","B","35",,"Placebo + trauma memory reactivation","Placebo + trauma memory reactivation","Intranasal placebo administered 45 minutes before trauma-script exposure. Placebo spray included all ingredients as the oxytocin intranasal spray except for the oxytocin. Trauma-script stress exposure used a script of 2 minutes and did not include an imagery period.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,"Once (single dose)","1",,,,,"NA (administered in clinic)","1",,,,,,,,"Community",,,"1","1",,"0","Mixed","rape/sexual assault, child sexual abuse, community/school violence, accidents, natural or manmade disasters, other (""non-sexual violence by a family member"")","Low","Sack M, Spieler D, Wizelman L, et al. Intranasal oxytocin reduces provoked symptoms in female patients with posttraumatic stress disorder despite exerting sympathomimetic and positive chronotropic effects in a randomized controlled trial. BMC Med. 2017 Feb 17;15:40. doi: 10.1186/s12916-017-0801-0. PMID: 28209155.","47377","2019"
"sannibale2013_B","Psychotherapy","PTSD+SUD","SUD","Not integrated","62","B","29",,"Alcohol support","Cognitive behavioral therapy (CBT) for alcohol use","CBT for AUD plus supportive counseling. CBT was based on Project MATCH and the Combined Behavioral Intervention Manual (same as AUD portion for Integrated therapy intervention). Included structured homework. Supportive counseling is present-centered, manualized therapy, and targeted AUD symptoms only in this intervention.","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","Weekly","12",,"completed ≥9 sessions","0.6207",,,,,,,"median 10.00 (NR)",,,,"Community","0","0","1","0.5323",,"0.4677","Mixed","child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, intimate partner violence, accidents, other (""witnessed injury/killing/mutilation"", ""news of someone close"", ""danger of losing life/other"")","Medium","Sannibale C, Teesson M, Creamer MC, et al. Randomized controlled trial of cognitive behaviour therapy for comorbid post-traumatic stress disorder and alcohol use disorders. Addiction. 2013 Aug;108(8):1397-410. doi: 10.1111/add.12167. PMID: 25328957.","40190","2020"
"sannibale2013_A","Psychotherapy","PTSD+SUD","PTSD+SUD","Integrated","62","A","33",,"Integrated therapy","Integrated cognitive behavioral therapy for PTSD and AUD","Integrated exposure-based CBT for PTSD and AUD. CBT for PTSD was manualized, and incorporated exposure therapy and cognitive restructuring; integrated with CBT for AUD, a manual-guided therapy based on Project MATCH and the Combined Behavioral Intervention Manual (same as AUD portion for Alcohol support intervention). Included structured homework.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","Weekly","12",,"completed ≥9 sessions","0.6061",,,,,,,"median 11.0 (NR)",,,,"Community","0","0","1","0.5323",,"0.4677","Mixed","child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, intimate partner violence, accidents, other (""witnessed injury/killing/mutilation"", ""news of someone close"", ""danger of losing life/other"")","Medium","Sannibale C, Teesson M, Creamer MC, et al. Randomized controlled trial of cognitive behaviour therapy for comorbid post-traumatic stress disorder and alcohol use disorders. Addiction. 2013 Aug;108(8):1397-410. doi: 10.1111/add.12167. PMID: 25328957.","40190","2020"
"santarnecchi2019_B","Psychotherapy","PTSD","PTSD",,"37","B","17",,"EMDR","Eye Movement Desensitization and Reprocessing (EMDR)","Therapy includes identification of  disturbing memories of traumatic event and focusing on these memories while following finger movements performed by therapist","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"1 hour","Weekly","4","average",,,,,,,"4","2",,,,,"Community","0","0","1","0.3871",,"0.6129","Natural or manmade disasters",,"High","Santarnecchi E, Bossini L, Vatti G, et al. Psychological and brain connectivity changes following trauma-focused CBT and EMDR treatment in single-episode PTSD patients. Front Psychol. 2019;10:129. doi: 10.3389/fpsyg.2019.00129. PMID: 30858808.","52130","2020"
"santarnecchi2019_A","Psychotherapy","PTSD","PTSD",,"37","A","14",,"Trauma-focused CBT","Trauma-focused cognitive behavioral therapy (TF-CBT)","Includes narrative recollection of traumatic event, relaxation exercises, psychoeducation, exposure therapy, and home assignments","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,,"Weekly","10","average",,,,,,,"10","2",,,,,"Community","0","0","1","0.3871",,"0.6129","Natural or manmade disasters",,"High","Santarnecchi E, Bossini L, Vatti G, et al. Psychological and brain connectivity changes following trauma-focused CBT and EMDR treatment in single-episode PTSD patients. Front Psychol. 2019;10:129. doi: 10.3389/fpsyg.2019.00129. PMID: 30858808.","52130","2020"
"sautter2015_A","Psychotherapy","PTSD","PTSD",,"114","A","58","29 couples","Structured Approach Therapy","Structured Approach Therapy","PTSD treatment and couples-based therapy by individual therapist; manual-based interventions organized within a stress inoculation therapy (SIT) framework including psychoeducation (2 sessions), emotion activation and skills training (4 sessions), and disclosure-based exposure (6 sessions); homework assignment with each session. Up to 3 additional sessions were permitted if it wasn't possible to complete the protocol within 12 sessions.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Couple","In Person",,"60 minutes",,,"72.41%","received ≥12 sessions","0.72409999999999997",,,,,"10.31",,,,,,"Veteran",,"1",,,"Veterans: 1.75%
Partners: 98.25%",,,,"Medium","Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.","44509","2019"
"sautter2015_B","Psychotherapy","PTSD","PTSD",,"114","B","56","28 couples","PTSD Family Education","PTSD Family Education","PTSD treatment and couples-based therapy, manualized and adapted from the Support and Family Education (SAFE) program and behavioral family therapy family education sections; treatment using lectures, discussion, and written materials designed to educate about PTSD and PTSD-related conditions. Avoided skills training and other therapeutic interventions. Up to 3 additional sessions were permitted if it wasn't possible to complete the protocol within 12 sessions.","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Couple","In Person",,"60 minutes",,,"12 to 15 sessions total","received ≥12 sessions","0.75",,,,,"9.61",,,,,,"Veteran",,"1",,,"Veterans: 1.75%
Partners: 98.25%",,,,"Medium","Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.","44509","2019"
