"study_id","study_class","treatment_focus_study_level","total_n_randomized","intervention_group","treatment_focus_arm_level","treatment_focus_subclass_arm_level","n_completed_outcome_measure","n_completed_outcome_measure_detail","publication_treatment_name","ncptsd_treatment_name","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharm_biologic","nonpharm_cognitive_therapy","control","other","collaborative_care","format","delivery_method","arm_n_randomized","outcome_assessment_type","ptsd_outcome_measure_simple","ptsd_outcome_measure_detail","analysis_type","method_for_handling_missing","statistical_analysis_method","assessment_point_category","assessment_point","measure_score_detail","measure_score_mean","measure_score_sd","measure_score_type_of_variance_measure","measure_score_variance_value_or_lower_bound","measure_score_variance_upper_bound","score_difference_from_baseline_detail","score_difference_baseline","score_difference_baseline_sd","score_difference_from_baseline_95_ci_lower_bound","score_difference_from_baseline_95_ci_upper_bound","effect_size_1_detail","effect_size_1_type","effect_size_1_value","effect_size_1_type_of_variance_measure","effect_size_1_variance_value_or_lower_bound","effect_size_1_variance_upper_bound","effect_size_1_p_value","effect_size_2_detail","effect_size_2_type","effect_size_2_value","effect_size_2_type_of_variance_measure","effect_size_2_variance_value_or_lower_bound","effect_size_2_variance_upper_bound","effect_size_2_p_value","def_dc_1","per_dc_change_1","additional_definitions_diag_change","def_cm_1","per_cm_response_1","additional_definitions_clinic_resp","military_status","percent_active_duty_military","percent_veteran","percent_community","female_percent","female_percent_qual","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"davis2008a_CAPS_A_Baseline_ITT","Pharmacotherapy","PTSD","36","A","PTSD",,"18",,"Guanfacine","Guanfacine","No","Not Applicable","Yes","Antiadrenergic","No","Not Applicable","No","No","No","No","No","Individual","In Person","18","Structured Clinical Interview","CAPS","CAPS","ITT","LOCF","Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","Baseline",,,"82.06","16.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0571",,"0.9429","Combat-related",,"Medium","Davis LL, Ward C, Rasmusson A, et al. A placebo-controlled trial of guanfacine for the treatment of posttraumatic stress disorder in veterans. Psychopharmacol Bull. 2008;41(1):8-18.  PMID: 18362867.","34102","2019"
"davis2008a_CAPS_B_0_ITT","Pharmacotherapy","PTSD","36","B","Control",,"17",,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","18","Structured Clinical Interview","CAPS","CAPS","ITT","LOCF","Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","End of Treatment","0",,"74.82","29.26",,,,,"-13.59",,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0571",,"0.9429","Combat-related",,"Medium","Davis LL, Ward C, Rasmusson A, et al. A placebo-controlled trial of guanfacine for the treatment of posttraumatic stress disorder in veterans. Psychopharmacol Bull. 2008;41(1):8-18.  PMID: 18362867.","34102","2019"
"davis2008a_CAPS_B_Baseline_ITT","Pharmacotherapy","PTSD","36","B","Control",,"17",,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","18","Structured Clinical Interview","CAPS","CAPS","ITT","LOCF","Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","Baseline",,,"88.41","17.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0571",,"0.9429","Combat-related",,"Medium","Davis LL, Ward C, Rasmusson A, et al. A placebo-controlled trial of guanfacine for the treatment of posttraumatic stress disorder in veterans. Psychopharmacol Bull. 2008;41(1):8-18.  PMID: 18362867.","34102","2019"
"davis2008a_DTS_A_0_NA","Pharmacotherapy","PTSD","36","A","PTSD",,,,"Guanfacine","Guanfacine","No","Not Applicable","Yes","Antiadrenergic","No","Not Applicable","No","No","No","No","No","Individual","In Person","18","Self report","DTS","DTS",,,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","End of Treatment","0",,"75.11","32.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0571",,"0.9429","Combat-related",,"Medium","Davis LL, Ward C, Rasmusson A, et al. A placebo-controlled trial of guanfacine for the treatment of posttraumatic stress disorder in veterans. Psychopharmacol Bull. 2008;41(1):8-18.  PMID: 18362867.","34102","2019"
"davis2008a_DTS_A_Baseline_NA","Pharmacotherapy","PTSD","36","A","PTSD",,,,"Guanfacine","Guanfacine","No","Not Applicable","Yes","Antiadrenergic","No","Not Applicable","No","No","No","No","No","Individual","In Person","18","Self report","DTS","DTS",,,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","Baseline",,,"92.33","22.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0571",,"0.9429","Combat-related",,"Medium","Davis LL, Ward C, Rasmusson A, et al. A placebo-controlled trial of guanfacine for the treatment of posttraumatic stress disorder in veterans. Psychopharmacol Bull. 2008;41(1):8-18.  PMID: 18362867.","34102","2019"
"davis2008a_DTS_B_0_NA","Pharmacotherapy","PTSD","36","B","Control",,,,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","18","Self report","DTS","DTS",,,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","End of Treatment","0",,"82.59","31.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0571",,"0.9429","Combat-related",,"Medium","Davis LL, Ward C, Rasmusson A, et al. A placebo-controlled trial of guanfacine for the treatment of posttraumatic stress disorder in veterans. Psychopharmacol Bull. 2008;41(1):8-18.  PMID: 18362867.","34102","2019"
"davis2008a_DTS_B_Baseline_NA","Pharmacotherapy","PTSD","36","B","Control",,,,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","18","Self report","DTS","DTS",,,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","Baseline",,,"100.77","24.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0571",,"0.9429","Combat-related",,"Medium","Davis LL, Ward C, Rasmusson A, et al. A placebo-controlled trial of guanfacine for the treatment of posttraumatic stress disorder in veterans. Psychopharmacol Bull. 2008;41(1):8-18.  PMID: 18362867.","34102","2019"
"davis2008b_CAPS_A_0_Comp","Pharmacotherapy","PTSD","85","A","PTSD",,"34",,"Divalproex","Divalproex","No","Not Applicable","Yes","Mood Stabilizer","No","Not Applicable","No","No","No","No","No","Individual","In Person","44","Structured Clinical Interview","CAPS","CAPS","Completer",,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","End of Treatment","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,">30% PTSD scores",,"Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_CAPS_A_0_ITT","Pharmacotherapy","PTSD","85","A","PTSD",,"41",,"Divalproex","Divalproex","No","Not Applicable","Yes","Mood Stabilizer","No","Not Applicable","No","No","No","No","No","Individual","In Person","44","Structured Clinical Interview","CAPS","CAPS","ITT","LOCF","Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","End of Treatment","0",,"60.1","24.1",,,,,"-15.1",,,,,,,,,,,,,,,,,,,,,">30% PTSD scores",,"Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_CAPS_A_Baseline_Comp","Pharmacotherapy","PTSD","85","A","PTSD",,"34",,"Divalproex","Divalproex","No","Not Applicable","Yes","Mood Stabilizer","No","Not Applicable","No","No","No","No","No","Individual","In Person","44","Structured Clinical Interview","CAPS","CAPS","Completer",,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","Baseline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,">30% PTSD scores",,"Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_CAPS_A_Baseline_ITT","Pharmacotherapy","PTSD","85","A","PTSD",,"41",,"Divalproex","Divalproex","No","Not Applicable","Yes","Mood Stabilizer","No","Not Applicable","No","No","No","No","No","Individual","In Person","44","Structured Clinical Interview","CAPS","CAPS","ITT","LOCF","Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","Baseline",,,"75.2","19.1",,,,,,,,,,,,,,,,,,,,,,,,,,">30% PTSD scores",,"Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_CAPS_B_0_Comp","Pharmacotherapy","PTSD","85","B","Control",,"34",,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","44","Structured Clinical Interview","CAPS","CAPS","Completer",,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","End of Treatment","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,">30% PTSD scores",,"Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_CAPS_B_0_ITT","Pharmacotherapy","PTSD","85","B","Control",,"41",,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","44","Structured Clinical Interview","CAPS","CAPS","ITT","LOCF","Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","End of Treatment","0",,"60.8","26.6",,,,,"-16.5",,,,,,,,,,,,,,,,,,,,,">30% PTSD scores",,"Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_CAPS_B_Baseline_Comp","Pharmacotherapy","PTSD","85","B","Control",,"34",,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","44","Structured Clinical Interview","CAPS","CAPS","Completer",,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","Baseline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,">30% PTSD scores",,"Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_CAPS_B_Baseline_ITT","Pharmacotherapy","PTSD","85","B","Control",,"41",,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","44","Structured Clinical Interview","CAPS","CAPS","ITT","LOCF","Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","Baseline",,,"77.3","15.3",,,,,,,,,,,,,,,,,,,,,,,,,,">30% PTSD scores",,"Additional definitions of Clinically Meaningful Response reported in the study","Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_TOP-8_A_0_ITT","Pharmacotherapy","PTSD","85","A","PTSD",,,,"Divalproex","Divalproex","No","Not Applicable","Yes","Mood Stabilizer","No","Not Applicable","No","No","No","No","No","Individual","In Person","44","Self report","TOP-8","TOP-8","ITT",,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","End of Treatment","0",,"15.4","6.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_TOP-8_A_Baseline_ITT","Pharmacotherapy","PTSD","85","A","PTSD",,,,"Divalproex","Divalproex","No","Not Applicable","Yes","Mood Stabilizer","No","Not Applicable","No","No","No","No","No","Individual","In Person","44","Self report","TOP-8","TOP-8","ITT",,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","Baseline",,,"19.4","5.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_TOP-8_B_0_ITT","Pharmacotherapy","PTSD","85","B","Control",,,,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","44","Self report","TOP-8","TOP-8","ITT",,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","End of Treatment","0",,"15.8","6.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2008b_TOP-8_B_Baseline_ITT","Pharmacotherapy","PTSD","85","B","Control",,,,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","44","Self report","TOP-8","TOP-8","ITT",,"Continuous outcomes: longitudinal mixed-effects models, Cohen's d effect sizes; Categorical outcomes: logistic regression and likelihood ratio tests","Baseline",,,"19.7","4.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran","0","1","0","0.0244",,"0.9756","Mixed","combat-related, other (non-specified)","Low","Davis LL, Davidson JR, Ward LC, et al. Divalproex in the treatment of posttraumatic stress disorder: a randomized, double-blind, placebo-controlled trial in a veteran population. J Clin Psychopharmacol. 2008 Feb;28(1):84-8. doi: 10.1097/JCP.0b013e318160f83b. PMID: 18204347","30463","2019"
"davis2018b_CAPS_A_0_mI","Pharmacotherapy","PTSD","214","A","PTSD",,"65",,"MBSR","Mindfulness-based stress reduction (MBSR)","No","Not Applicable","No","Not Applicable","Yes","Meditation","No","No","No","No","No","Group","In person","107","Structured Clinical Interview","CAPS","CAPS-IV","Modified ITT (patients attending ≥1 therapy sessions)",,"Mixed-effects linear regression analysis used. Each model included up to four repeated assessments of CAPS-IV as the dependent variable (baseline and weeks 3, 6, and 9). Likelihood ratio tests examined treatment by time interaction.","End of Treatment","0",,"59.1","27.1",,,,,"-25.2",,,,,,,,,,,,,,,,,,"CAPS-IV ≤45 (""remission"")","0.307",,"≥30% reduction in CAPS-IV score","0.452",,"Veteran","0","1","0","0.162",,"0.838","Mixed","Combat-related; Rape/sexual assault; Other (noncombat military, civilian)","Low","Davis LL, Whetsell C, Hamner MB, et al. A multisite randomized controlled trial of mindfulness-based stress reduction in the treatment of posttraumatic stress disorder. Psychiatric Research and Clinical Practice. 2018b Nov 5;1(2):39-48. doi: 10.1176/appi.prcp.20180002..","51046","2020"
"davis2018b_CAPS_A_8_mI","Pharmacotherapy","PTSD","214","A","PTSD",,"61",,"MBSR","Mindfulness-based stress reduction (MBSR)","No","Not Applicable","No","Not Applicable","Yes","Meditation","No","No","No","No","No","Group","In person","107","Structured Clinical Interview","CAPS","CAPS-IV","Modified ITT (patients attending ≥1 therapy sessions)",,"Mixed-effects linear regression analysis used. Each model included up to four repeated assessments of CAPS-IV as the dependent variable (baseline and weeks 3, 6, and 9). Likelihood ratio tests examined treatment by time interaction.","Assessment at <3 Months","8",,"64.8","30.8",,,,,"-19.5",,,,,,,,,,,,,,,,,,"CAPS-IV ≤45 (""remission"")",,,"≥30% reduction in CAPS-IV score",,,"Veteran","0","1","0","0.162",,"0.838","Mixed","Combat-related; Rape/sexual assault; Other (noncombat military, civilian)","Low","Davis LL, Whetsell C, Hamner MB, et al. A multisite randomized controlled trial of mindfulness-based stress reduction in the treatment of posttraumatic stress disorder. Psychiatric Research and Clinical Practice. 2018b Nov 5;1(2):39-48. doi: 10.1176/appi.prcp.20180002..","51046","2020"
